,index,cod_loja,datetime,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,quarter,ano,mes,categoria_loja,receita_trim1,receita_trim2,receita_trim3,receita_media,receita_ano_passado,cnt_feriados,receita_minha_categoria
0,31155.0,1521,2018-01-01,3525300003004,3525300,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,51.25,FEATURE_05_VALUE_05,12,0.15742464117478502,0.155198700948254,69.01192671,2.791678007858569,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,58.3,100.0,100.0,29.3,67.3,1,2018,1,20,227542.46,244682.95,532458.64,334894.68333333335,230945.98999999987,1.0,234713.085175644
1,31157.0,1521,2018-02-01,3525300003004,3525300,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,51.25,FEATURE_05_VALUE_05,12,0.15742464117478502,0.155198700948254,69.01192671,2.791678007858569,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,58.3,100.0,100.0,29.3,67.3,1,2018,2,20,227542.46,244682.95,532458.64,334894.68333333335,255920.0999999999,0.0,181884.19919109024
2,31159.0,1521,2018-03-01,3525300003004,3525300,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,51.25,FEATURE_05_VALUE_05,12,0.15742464117478502,0.155198700948254,69.01192671,2.791678007858569,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,58.3,100.0,100.0,29.3,67.3,1,2018,3,20,227542.46,244682.95,532458.64,334894.68333333335,541313.0099999997,0.0,219108.8286315789
0,31179.0,1522,2018-01-01,2103604003002,2103604,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,30.6,FEATURE_05_VALUE_03,3,0.122904062442635,0.11599713262136804,14.13290817,1.5668823741401698,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,36400.83,70842.44999999997,90645.30000000002,65962.86,85942.92,1.0,45986.62604746691
1,31181.0,1522,2018-02-01,2103604003002,2103604,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,30.6,FEATURE_05_VALUE_03,3,0.122904062442635,0.11599713262136804,14.13290817,1.5668823741401698,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,36400.83,70842.44999999997,90645.30000000002,65962.86,65649.7,0.0,34970.68196257417
2,31183.0,1522,2018-03-01,2103604003002,2103604,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,30.6,FEATURE_05_VALUE_03,3,0.122904062442635,0.11599713262136804,14.13290817,1.5668823741401698,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,36400.83,70842.44999999997,90645.30000000002,65962.86,50018.45,0.0,41821.36338658147
0,31203.0,1525,2018-01-01,3129806003006,3129806,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,22.81,FEATURE_05_VALUE_03,5,0.107871270969554,0.104261051969348,58.48383552,1.15026484848136,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,37144.58,53698.91,110262.39,67035.29333333333,43481.460000000014,1.0,45986.62604746691
1,31205.0,1525,2018-02-01,3129806003006,3129806,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,22.81,FEATURE_05_VALUE_03,5,0.107871270969554,0.104261051969348,58.48383552,1.15026484848136,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,37144.58,53698.91,110262.39,67035.29333333333,48089.57,0.0,34970.68196257417
2,31207.0,1525,2018-03-01,3129806003006,3129806,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,22.81,FEATURE_05_VALUE_03,5,0.107871270969554,0.104261051969348,58.48383552,1.15026484848136,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,37144.58,53698.91,110262.39,67035.29333333333,97090.33000000002,0.0,41821.36338658147
0,31227.0,1526,2018-01-01,2907301001001,2907301,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,24.52,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,6.06784079,3.66488309022942,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,29458.52,48947.45999999999,56371.85999999999,44925.94666666666,34067.58,1.0,45986.62604746691
1,31229.0,1526,2018-02-01,2907301001001,2907301,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,24.52,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,6.06784079,3.66488309022942,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,29458.52,48947.45999999999,56371.85999999999,44925.94666666666,39505.26,0.0,34970.68196257417
2,31231.0,1526,2018-03-01,2907301001001,2907301,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,24.52,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,6.06784079,3.66488309022942,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,29458.52,48947.45999999999,56371.85999999999,44925.94666666666,64669.29,0.0,41821.36338658147
0,31251.0,1528,2018-01-01,3541000005001,3541000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,35.87,FEATURE_05_VALUE_03,6,0.16728186212309398,0.16072041411994198,147.21744963,2.3390953047674103,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.0,0.0,100.0,73.0,85.4,1,2018,1,20,195276.55,223859.07,475493.19999999966,298209.6066666665,185519.51,1.0,234713.085175644
1,31253.0,1528,2018-02-01,3541000005001,3541000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,35.87,FEATURE_05_VALUE_03,6,0.16728186212309398,0.16072041411994198,147.21744963,2.3390953047674103,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.0,0.0,100.0,73.0,85.4,1,2018,2,20,195276.55,223859.07,475493.19999999966,298209.6066666665,198453.88,0.0,181884.19919109024
2,31255.0,1528,2018-03-01,3541000005001,3541000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,35.87,FEATURE_05_VALUE_03,6,0.16728186212309398,0.16072041411994198,147.21744963,2.3390953047674103,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.0,0.0,100.0,73.0,85.4,1,2018,3,20,195276.55,223859.07,475493.19999999966,298209.6066666665,463802.7199999999,0.0,219108.8286315789
0,31275.0,1529,2018-01-01,2803500003004,2803500,FEATURE_01_VALUE_03,FEATURE_02_VALUE_04,0,10.8,FEATURE_05_VALUE_06,1,0.28667952337586405,0.256087471514499,24.00477257,1.95585632279453,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,46063.41,52441.37,63063.63,53856.136666666665,54100.13000000001,1.0,45986.62604746691
1,31277.0,1529,2018-02-01,2803500003004,2803500,FEATURE_01_VALUE_03,FEATURE_02_VALUE_04,0,10.8,FEATURE_05_VALUE_06,1,0.28667952337586405,0.256087471514499,24.00477257,1.95585632279453,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,46063.41,52441.37,63063.63,53856.136666666665,65104.94,0.0,34970.68196257417
2,31279.0,1529,2018-03-01,2803500003004,2803500,FEATURE_01_VALUE_03,FEATURE_02_VALUE_04,0,10.8,FEATURE_05_VALUE_06,1,0.28667952337586405,0.256087471514499,24.00477257,1.95585632279453,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,46063.41,52441.37,63063.63,53856.136666666665,83803.55,1.0,41821.36338658147
0,31299.0,1530,2018-01-01,3302858003007,3302858,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,33.05,FEATURE_05_VALUE_03,2,0.0983988290578631,0.0894600495753896,48.09729256,0.585648107478141,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,33425.680000000015,44544.41,79645.69999999997,52538.59666666666,43827.57,1.0,45986.62604746691
1,31301.0,1530,2018-02-01,3302858003007,3302858,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,33.05,FEATURE_05_VALUE_03,2,0.0983988290578631,0.0894600495753896,48.09729256,0.585648107478141,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,33425.680000000015,44544.41,79645.69999999997,52538.59666666666,33000.3,0.0,34970.68196257417
2,31303.0,1530,2018-03-01,3302858003007,3302858,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,33.05,FEATURE_05_VALUE_03,2,0.0983988290578631,0.0894600495753896,48.09729256,0.585648107478141,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,33425.680000000015,44544.41,79645.69999999997,52538.59666666666,73300.57999999997,0.0,41821.36338658147
0,31323.0,1532,2018-01-01,2412609001001,2412609,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.0,FEATURE_05_VALUE_03,2,0.16889200602597002,0.16893622071047906,5.51420008,5.80080051047045,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,86.3,88.8,0.0,100.0,70.4,73.8,1,2018,1,10,62905.31,131235.09,163693.07,119277.82333333332,66876.93000000001,1.0,107494.8804223901
1,31325.0,1532,2018-02-01,2412609001001,2412609,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.0,FEATURE_05_VALUE_03,2,0.16889200602597002,0.16893622071047906,5.51420008,5.80080051047045,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,86.3,88.8,0.0,100.0,70.4,73.8,1,2018,2,10,62905.31,131235.09,163693.07,119277.82333333332,138037.38999999998,0.0,84367.13394908841
2,31327.0,1532,2018-03-01,2412609001001,2412609,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.0,FEATURE_05_VALUE_03,2,0.16889200602597002,0.16893622071047906,5.51420008,5.80080051047045,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,86.3,88.8,0.0,100.0,70.4,73.8,1,2018,3,10,62905.31,131235.09,163693.07,119277.82333333332,171487.55,0.0,101601.59410732712
0,31347.0,1533,2018-01-01,2919504003002,2919504,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,54.0,FEATURE_05_VALUE_03,6,0.352100960184466,0.304604859057292,8.79745947,2.17226023677637,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,65.4,75.0,100.0,100.0,63.5,73.7,1,2018,1,10,89380.90999999997,95647.03,184412.6,123146.84666666666,107900.39,1.0,107494.8804223901
1,31349.0,1533,2018-02-01,2919504003002,2919504,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,54.0,FEATURE_05_VALUE_03,6,0.352100960184466,0.304604859057292,8.79745947,2.17226023677637,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,65.4,75.0,100.0,100.0,63.5,73.7,1,2018,2,10,89380.90999999997,95647.03,184412.6,123146.84666666666,101895.02,0.0,84367.13394908841
2,31351.0,1533,2018-03-01,2919504003002,2919504,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,54.0,FEATURE_05_VALUE_03,6,0.352100960184466,0.304604859057292,8.79745947,2.17226023677637,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,65.4,75.0,100.0,100.0,63.5,73.7,1,2018,3,10,89380.90999999997,95647.03,184412.6,123146.84666666666,205960.87,0.0,101601.59410732712
0,31371.0,1534,2018-01-01,4304507003003,4304507,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,32.01,FEATURE_05_VALUE_03,9,0.18878349940586,0.19471789232421696,7.10818298,1.7920825791652502,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,106571.54000000002,127931.06,209996.42,148166.34,85865.13,1.0,107494.8804223901
1,31373.0,1534,2018-02-01,4304507003003,4304507,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,32.01,FEATURE_05_VALUE_03,9,0.18878349940586,0.19471789232421696,7.10818298,1.7920825791652502,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,106571.54000000002,127931.06,209996.42,148166.34,96802.96,0.0,84367.13394908841
2,31375.0,1534,2018-03-01,4304507003003,4304507,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,32.01,FEATURE_05_VALUE_03,9,0.18878349940586,0.19471789232421696,7.10818298,1.7920825791652502,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,106571.54000000002,127931.06,209996.42,148166.34,192639.87999999995,0.0,101601.59410732712
0,31395.0,1535,2018-01-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,1,33.75,FEATURE_05_VALUE_03,2,0.16889200602597002,0.16893622071047906,4.06207209,4.51365380275333,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,16678.640000000007,48921.08,52460.48999999999,39353.40333333333,27613.39,1.0,45986.62604746691
1,31397.0,1535,2018-02-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,1,33.75,FEATURE_05_VALUE_03,2,0.16889200602597002,0.16893622071047906,4.06207209,4.51365380275333,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,16678.640000000007,48921.08,52460.48999999999,39353.40333333333,32879.579999999994,0.0,34970.68196257417
2,31399.0,1535,2018-03-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,1,33.75,FEATURE_05_VALUE_03,2,0.16889200602597002,0.16893622071047906,4.06207209,4.51365380275333,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,16678.640000000007,48921.08,52460.48999999999,39353.40333333333,73051.91,0.0,41821.36338658147
0,31419.0,1536,2018-01-01,1504208005001,1504208,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,46.72,FEATURE_05_VALUE_03,6,0.21002069491096687,0.192835803128922,94.67133016,2.2893336131407795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,66.3,97.5,100.0,100.0,99.4,91.0,1,2018,1,10,137924.81999999992,120884.32,194875.6,151228.24666666664,107757.1,1.0,107494.8804223901
1,31421.0,1536,2018-02-01,1504208005001,1504208,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,46.72,FEATURE_05_VALUE_03,6,0.21002069491096687,0.192835803128922,94.67133016,2.2893336131407795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,66.3,97.5,100.0,100.0,99.4,91.0,1,2018,2,10,137924.81999999992,120884.32,194875.6,151228.24666666664,142277.57000000007,0.0,84367.13394908841
2,31423.0,1536,2018-03-01,1504208005001,1504208,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,46.72,FEATURE_05_VALUE_03,6,0.21002069491096687,0.192835803128922,94.67133016,2.2893336131407795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,66.3,97.5,100.0,100.0,99.4,91.0,1,2018,3,10,137924.81999999992,120884.32,194875.6,151228.24666666664,224345.07999999987,0.0,101601.59410732712
0,31443.0,1537,2018-01-01,1503804003002,1503804,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,0,32.58,FEATURE_05_VALUE_03,4,0.15665757837440694,0.149828025429274,20.02390344,1.78552297968075,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,90042.22,111102.68,145589.19000000006,115578.03000000003,75144.46,1.0,107494.8804223901
1,31445.0,1537,2018-02-01,1503804003002,1503804,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,0,32.58,FEATURE_05_VALUE_03,4,0.15665757837440694,0.149828025429274,20.02390344,1.78552297968075,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,90042.22,111102.68,145589.19000000006,115578.03000000003,101668.9,0.0,84367.13394908841
2,31447.0,1537,2018-03-01,1503804003002,1503804,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,0,32.58,FEATURE_05_VALUE_03,4,0.15665757837440694,0.149828025429274,20.02390344,1.78552297968075,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,90042.22,111102.68,145589.19000000006,115578.03000000003,146169.18000000002,0.0,101601.59410732712
0,31467.0,1538,2018-01-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,43.3,FEATURE_05_VALUE_03,4,0.21002069491096687,0.192835803128922,94.67133016,2.2893336131407795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,88381.23999999998,116498.24,142930.74,115936.73999999999,78257.64,1.0,107494.8804223901
1,31469.0,1538,2018-02-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,43.3,FEATURE_05_VALUE_03,4,0.21002069491096687,0.192835803128922,94.67133016,2.2893336131407795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,88381.23999999998,116498.24,142930.74,115936.73999999999,101468.15,0.0,84367.13394908841
2,31471.0,1538,2018-03-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,43.3,FEATURE_05_VALUE_03,4,0.21002069491096687,0.192835803128922,94.67133016,2.2893336131407795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,88381.23999999998,116498.24,142930.74,115936.73999999999,158418.63,0.0,101601.59410732712
0,31491.0,1539,2018-01-01,3550308005040,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,41.21,FEATURE_05_VALUE_03,4,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,165582.00999999998,202401.25,447918.86999999976,271967.3766666666,150302.4099999998,1.0,107494.8804223901
1,31493.0,1539,2018-02-01,3550308005040,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,41.21,FEATURE_05_VALUE_03,4,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,165582.00999999998,202401.25,447918.86999999976,271967.3766666666,163432.56999999998,0.0,84367.13394908841
2,31495.0,1539,2018-03-01,3550308005040,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,41.21,FEATURE_05_VALUE_03,4,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,165582.00999999998,202401.25,447918.86999999976,271967.3766666666,399373.92999999976,0.0,101601.59410732712
0,31515.0,1540,2018-01-01,4307906003002,4307906,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,35.46,FEATURE_05_VALUE_03,8,0.10822863403399904,0.108363186038933,30.77997688,2.91706776348415,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,87.6,100.0,100.0,97.2,97.0,1,2018,1,10,122709.87,145947.63999999998,338557.47999999986,202404.99666666662,118851.79,1.0,107494.8804223901
1,31517.0,1540,2018-02-01,4307906003002,4307906,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,35.46,FEATURE_05_VALUE_03,8,0.10822863403399904,0.108363186038933,30.77997688,2.91706776348415,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,87.6,100.0,100.0,97.2,97.0,1,2018,2,10,122709.87,145947.63999999998,338557.47999999986,202404.99666666662,144522.04999999993,0.0,84367.13394908841
2,31519.0,1540,2018-03-01,4307906003002,4307906,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,35.46,FEATURE_05_VALUE_03,8,0.10822863403399904,0.108363186038933,30.77997688,2.91706776348415,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,87.6,100.0,100.0,97.2,97.0,1,2018,3,10,122709.87,145947.63999999998,338557.47999999986,202404.99666666662,354513.3399999998,0.0,101601.59410732712
0,31539.0,1541,2018-01-01,2414506001001,2414506,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,22.2,FEATURE_05_VALUE_03,3,0.20516951587688,0.191001839114313,3.89678084,9.22934933087217,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,52652.78000000001,152113.14,89591.79,98119.23666666668,54545.6,1.0,45986.62604746691
1,31541.0,1541,2018-02-01,2414506001001,2414506,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,22.2,FEATURE_05_VALUE_03,3,0.20516951587688,0.191001839114313,3.89678084,9.22934933087217,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,52652.78000000001,152113.14,89591.79,98119.23666666668,117446.61,0.0,34970.68196257417
2,31543.0,1541,2018-03-01,2414506001001,2414506,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,22.2,FEATURE_05_VALUE_03,3,0.20516951587688,0.191001839114313,3.89678084,9.22934933087217,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,52652.78000000001,152113.14,89591.79,98119.23666666668,92266.78,0.0,41821.36338658147
0,31563.0,1542,2018-01-01,3301009005001,3301009,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,22.87,FEATURE_05_VALUE_05,3,0.19817750386437505,0.18171278274924105,151.89630480000002,1.6529950203525,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,50316.31,63822.29999999999,162825.21,92321.27333333332,69177.29999999999,1.0,45986.62604746691
1,31565.0,1542,2018-02-01,3301009005001,3301009,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,22.87,FEATURE_05_VALUE_05,3,0.19817750386437505,0.18171278274924105,151.89630480000002,1.6529950203525,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,50316.31,63822.29999999999,162825.21,92321.27333333332,81512.57999999999,0.0,34970.68196257417
2,31567.0,1542,2018-03-01,3301009005001,3301009,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,22.87,FEATURE_05_VALUE_05,3,0.19817750386437505,0.18171278274924105,151.89630480000002,1.6529950203525,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,50316.31,63822.29999999999,162825.21,92321.27333333332,164047.4799999998,0.0,41821.36338658147
0,31587.0,1543,2018-01-01,4113700005006,4113700,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,29.91,FEATURE_05_VALUE_06,3,0.198418796959021,0.199365039174852,257.07080942,2.73598310256836,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,101920.6,125002.08,182087.1899999999,136336.6233333333,112929.18999999994,1.0,107494.8804223901
1,31589.0,1543,2018-02-01,4113700005006,4113700,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,29.91,FEATURE_05_VALUE_06,3,0.198418796959021,0.199365039174852,257.07080942,2.73598310256836,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,101920.6,125002.08,182087.1899999999,136336.6233333333,117059.11,0.0,84367.13394908841
2,31591.0,1543,2018-03-01,4113700005006,4113700,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,29.91,FEATURE_05_VALUE_06,3,0.198418796959021,0.199365039174852,257.07080942,2.73598310256836,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,101920.6,125002.08,182087.1899999999,136336.6233333333,177356.26999999987,0.0,101601.59410732712
0,31611.0,1544,2018-01-01,2301208001001,2301208,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,21.6,FEATURE_05_VALUE_03,7,0.252315184154754,0.212617344529902,5.17337862,3.82643299915818,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,72293.31,113860.83,118972.59,101708.90999999999,81632.3,1.0,107494.8804223901
1,31613.0,1544,2018-02-01,2301208001001,2301208,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,21.6,FEATURE_05_VALUE_03,7,0.252315184154754,0.212617344529902,5.17337862,3.82643299915818,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,72293.31,113860.83,118972.59,101708.90999999999,113530.13999999998,0.0,84367.13394908841
2,31615.0,1544,2018-03-01,2301208001001,2301208,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,21.6,FEATURE_05_VALUE_03,7,0.252315184154754,0.212617344529902,5.17337862,3.82643299915818,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,72293.31,113860.83,118972.59,101708.90999999999,115089.36,1.0,101601.59410732712
0,31635.0,1545,2018-01-01,3537008001001,3537008,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,30.02,FEATURE_05_VALUE_03,3,0.16976826935373998,0.17519799119341198,5.33702522,6.05436822667555,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,40642.81000000001,67195.04,141029.01,82955.62000000001,40181.55,1.0,45986.62604746691
1,31637.0,1545,2018-02-01,3537008001001,3537008,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,30.02,FEATURE_05_VALUE_03,3,0.16976826935373998,0.17519799119341198,5.33702522,6.05436822667555,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,40642.81000000001,67195.04,141029.01,82955.62000000001,42578.12,0.0,34970.68196257417
2,31639.0,1545,2018-03-01,3537008001001,3537008,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,30.02,FEATURE_05_VALUE_03,3,0.16976826935373998,0.17519799119341198,5.33702522,6.05436822667555,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,40642.81000000001,67195.04,141029.01,82955.62000000001,133007.85,0.0,41821.36338658147
