"cod_mun","nome_mun","impostos_liq"
"2112274","Tufilândia (MA)","2651"
"2112308","Tuntum (MA)","11774"
"2112407","Turiaçu (MA)","7246"
"2112456","Turilândia (MA)","3949"
"2112506","Tutóia (MA)","22528"
"2112605","Urbano Santos (MA)","9078"
"2112704","Vargem Grande (MA)","15047"
"2112803","Viana (MA)","23706"
"2112852","Vila Nova dos Martírios (MA)","6761"
"2112902","Vitória do Mearim (MA)","15922"
"2113009","Vitorino Freire (MA)","11625"
"2114007","Zé Doca (MA)","25092"
"2200053","Acauã (PI)","2002"
"2200103","Agricolândia (PI)","1495"
"2200202","Água Branca (PI)","13802"
"2200251","Alagoinha do Piauí (PI)","2142"
"2200277","Alegrete do Piauí (PI)","1920"
"2200301","Alto Longá (PI)","3969"
"2200400","Altos (PI)","30510"
"2200459","Alvorada do Gurguéia (PI)","4754"
"2200509","Amarante (PI)","8625"
"2200608","Angical do Piauí (PI)","3007"
"2200707","Anísio de Abreu (PI)","3376"
"2200806","Antônio Almeida (PI)","3916"
"2200905","Aroazes (PI)","2319"
"2200954","Aroeiras do Itaim (PI)","482"
"2201002","Arraial (PI)","1578"
"2201051","Assunção do Piauí (PI)","1292"
"2201101","Avelino Lopes (PI)","2999"
"2201150","Baixa Grande do Ribeiro (PI)","52384"
"2201176","Barra D'Alcântara (PI)","1597"
"2201200","Barras (PI)","21831"
"2201309","Barreiras do Piauí (PI)","691"
"2201408","Barro Duro (PI)","3529"
"2201507","Batalha (PI)","8138"
"2201556","Bela Vista do Piauí (PI)","1526"
"2201572","Belém do Piauí (PI)","1077"
"2201606","Beneditinos (PI)","3330"
"2201705","Bertolínia (PI)","6868"
"2201739","Betânia do Piauí (PI)","2141"
"2201770","Boa Hora (PI)","1547"
"2201804","Bocaina (PI)","3009"
"2201903","Bom Jesus (PI)","120415"
"2201919","Bom Princípio do Piauí (PI)","1833"
"2201929","Bonfim do Piauí (PI)","1669"
"2201945","Boqueirão do Piauí (PI)","1504"
"2201960","Brasileira (PI)","2126"
"2201988","Brejo do Piauí (PI)","1321"
"2202000","Buriti dos Lopes (PI)","9090"
"2202026","Buriti dos Montes (PI)","1603"
"2202059","Cabeceiras do Piauí (PI)","2142"
"2202075","Cajazeiras do Piauí (PI)","951"
"2202083","Cajueiro da Praia (PI)","4193"
"2202091","Caldeirão Grande do Piauí (PI)","5878"
"2202109","Campinas do Piauí (PI)","1789"
"2202117","Campo Alegre do Fidalgo (PI)","1163"
"2202133","Campo Grande do Piauí (PI)","3430"
"2202174","Campo Largo do Piauí (PI)","1086"
"2202208","Campo Maior (PI)","58373"
"2202251","Canavieira (PI)","1040"
"2202307","Canto do Buriti (PI)","14518"
"2202406","Capitão de Campos (PI)","4557"
"2202455","Capitão Gervásio Oliveira (PI)","1557"
"2202505","Caracol (PI)","2799"
"2202539","Caraúbas do Piauí (PI)","1819"
"2202554","Caridade do Piauí (PI)","1404"
"2202604","Castelo do Piauí (PI)","9498"
"2202653","Caxingó (PI)","1818"
"2202703","Cocal (PI)","11961"
"2202711","Cocal de Telha (PI)","1514"
"2202729","Cocal dos Alves (PI)","1902"
"2202737","Coivaras (PI)","941"
"2202752","Colônia do Gurguéia (PI)","3701"
"2202778","Colônia do Piauí (PI)","2520"
"2202802","Conceição do Canindé (PI)","2137"
"2202851","Coronel José Dias (PI)","1272"
"2202901","Corrente (PI)","32306"
"2203008","Cristalândia do Piauí (PI)","1967"
"2203107","Cristino Castro (PI)","7108"
"2203206","Curimatá (PI)","3853"
"2203230","Currais (PI)","10292"
"2203255","Curralinhos (PI)","692"
"2203271","Curral Novo do Piauí (PI)","71342"
"2203305","Demerval Lobão (PI)","15384"
"2203354","Dirceu Arcoverde (PI)","1487"
"2203404","Dom Expedito Lopes (PI)","6800"
"2203420","Domingos Mourão (PI)","1070"
"2203453","Dom Inocêncio (PI)","2250"
"2203503","Elesbão Veloso (PI)","8609"
"2203602","Eliseu Martins (PI)","2996"
"2203701","Esperantina (PI)","23879"
"2203750","Fartura do Piauí (PI)","695"
"2203800","Flores do Piauí (PI)","1384"
"2203859","Floresta do Piauí (PI)","797"
"2203909","Floriano (PI)","133248"
"2204006","Francinópolis (PI)","1628"
"2204105","Francisco Ayres (PI)","1488"
"2204154","Francisco Macedo (PI)","958"
"2204204","Francisco Santos (PI)","3815"
"2204303","Fronteiras (PI)","6465"
"2204352","Geminiano (PI)","2743"
"2204402","Gilbués (PI)","11763"
"2204501","Guadalupe (PI)","16398"
"2204550","Guaribas (PI)","824"
"2204600","Hugo Napoleão (PI)","1159"
"2204659","Ilha Grande (PI)","3848"
"2204709","Inhuma (PI)","7837"
"2204808","Ipiranga do Piauí (PI)","4166"
"2204907","Isaías Coelho (PI)","2289"
"2205003","Itainópolis (PI)","4163"
"2205102","Itaueira (PI)","7080"
"2205151","Jacobina do Piauí (PI)","2248"
"2205201","Jaicós (PI)","9719"
"2205250","Jardim do Mulato (PI)","960"
"2205276","Jatobá do Piauí (PI)","1461"
"2205300","Jerumenha (PI)","2036"
"2205359","João Costa (PI)","1349"
"2205409","Joaquim Pires (PI)","4097"
"2205458","Joca Marques (PI)","1283"
"2205508","José de Freitas (PI)","18101"
"2205516","Juazeiro do Piauí (PI)","2023"
"2205524","Júlio Borges (PI)","1725"
"2205532","Jurema (PI)","1081"
"2205540","Lagoinha do Piauí (PI)","622"
"2205557","Lagoa Alegre (PI)","2683"
"2205565","Lagoa do Barro do Piauí (PI)","2777"
"2205573","Lagoa de São Francisco (PI)","1291"
"2205581","Lagoa do Piauí (PI)","3283"
"2205599","Lagoa do Sítio (PI)","1931"
"2205607","Landri Sales (PI)","3439"
"2205706","Luís Correia (PI)","19757"
"2205805","Luzilândia (PI)","10867"
"2205854","Madeiro (PI)","1679"
"2205904","Manoel Emídio (PI)","1986"
"2205953","Marcolândia (PI)","4574"
"2206001","Marcos Parente (PI)","2791"
"2206050","Massapê do Piauí (PI)","1272"
"2206100","Matias Olímpio (PI)","3562"
"2206209","Miguel Alves (PI)","10734"
"2206308","Miguel Leão (PI)","550"
"2206357","Milton Brandão (PI)","1573"
"2206407","Monsenhor Gil (PI)","7162"
"2206506","Monsenhor Hipólito (PI)","2710"
"2206605","Monte Alegre do Piauí (PI)","9674"
"2206654","Morro Cabeça no Tempo (PI)","733"
"2206670","Morro do Chapéu do Piauí (PI)","1628"
"2206696","Murici dos Portelas (PI)","2039"
"2206704","Nazaré do Piauí (PI)","2189"
"2206720","Nazária (PI)","5911"
"2206753","Nossa Senhora de Nazaré (PI)","953"
"2206803","Nossa Senhora dos Remédios (PI)","1960"
"2206902","Novo Oriente do Piauí (PI)","1932"
"2206951","Novo Santo Antônio (PI)","849"
"2207009","Oeiras (PI)","39256"
"2207108","Olho D'Água do Piauí (PI)","715"
"2207207","Padre Marcos (PI)","3605"
"2207306","Paes Landim (PI)","1883"
"2207355","Pajeú do Piauí (PI)","1312"
"2207405","Palmeira do Piauí (PI)","4183"
"2207504","Palmeirais (PI)","4387"
"2207553","Paquetá (PI)","1098"
"2207603","Parnaguá (PI)","4224"
"2207702","Parnaíba (PI)","235432"
"2207751","Passagem Franca do Piauí (PI)","1761"
"2207777","Patos do Piauí (PI)","2268"
"2207793","Pau D'Arco do Piauí (PI)","861"
"2207801","Paulistana (PI)","14474"
"2207850","Pavussu (PI)","1206"
"2207900","Pedro II (PI)","17147"
"2207934","Pedro Laurentino (PI)","771"
"2207959","Nova Santa Rita (PI)","1185"
"2208007","Picos (PI)","172344"
"2208106","Pimenteiras (PI)","3283"
"2208205","Pio IX (PI)","8313"
"2208304","Piracuruca (PI)","19414"
"2208403","Piripiri (PI)","59086"
"2208502","Porto (PI)","2633"
"2208551","Porto Alegre do Piauí (PI)","733"
"2208601","Prata do Piauí (PI)","962"
"2208650","Queimada Nova (PI)","5106"
"2208700","Redenção do Gurguéia (PI)","3967"
"2208809","Regeneração (PI)","7332"
"2208858","Riacho Frio (PI)","1433"
"2208874","Ribeira do Piauí (PI)","11837"
"2208908","Ribeiro Gonçalves (PI)","22677"
"2209005","Rio Grande do Piauí (PI)","2024"
"2209104","Santa Cruz do Piauí (PI)","2834"
"2209153","Santa Cruz dos Milagres (PI)","1280"
"2209203","Santa Filomena (PI)","14780"
"2209302","Santa Luz (PI)","1853"
"2209351","Santana do Piauí (PI)","1221"
"2209377","Santa Rosa do Piauí (PI)","1941"
"2209401","Santo Antônio de Lisboa (PI)","5537"
"2209450","Santo Antônio dos Milagres (PI)","277"
"2209500","Santo Inácio do Piauí (PI)","1067"
"2209559","São Braz do Piauí (PI)","822"
"2209609","São Félix do Piauí (PI)","1060"
"2209658","São Francisco de Assis do Piauí (PI)","1753"
"2209708","São Francisco do Piauí (PI)","1735"
"2209757","São Gonçalo do Gurguéia (PI)","1364"
"2209807","São Gonçalo do Piauí (PI)","1530"
"2209856","São João da Canabrava (PI)","1377"
"2209872","São João da Fronteira (PI)","2414"
"2209906","São João da Serra (PI)","2036"
"2209955","São João da Varjota (PI)","1103"
"2209971","São João do Arraial (PI)","1520"
"2210003","São João do Piauí (PI)","20452"
"2210052","São José do Divino (PI)","2324"
"2210102","São José do Peixe (PI)","1646"
"2210201","São José do Piauí (PI)","2912"
"2210300","São Julião (PI)","2561"
"2210359","São Lourenço do Piauí (PI)","1037"
"2210375","São Luis do Piauí (PI)","469"
"2210383","São Miguel da Baixa Grande (PI)","663"
"2210391","São Miguel do Fidalgo (PI)","782"
"2210409","São Miguel do Tapuio (PI)","5357"
"2210508","São Pedro do Piauí (PI)","5084"
"2210607","São Raimundo Nonato (PI)","39051"
"2210623","Sebastião Barros (PI)","1102"
"2210631","Sebastião Leal (PI)","8173"
"2210656","Sigefredo Pacheco (PI)","2386"
"2210706","Simões (PI)","51751"
"2210805","Simplício Mendes (PI)","11137"
"2210904","Socorro do Piauí (PI)","1132"
"2210938","Sussuapara (PI)","2728"
"2210953","Tamboril do Piauí (PI)","699"
"2210979","Tanque do Piauí (PI)","1025"
"2211001","Teresina (PI)","2731826"
"2211100","União (PI)","19372"
"2211209","Uruçuí (PI)","168090"
"2211308","Valença do Piauí (PI)","17938"
"2211357","Várzea Branca (PI)","1210"
"2211407","Várzea Grande (PI)","1472"
"2211506","Vera Mendes (PI)","1104"
"2211605","Vila Nova do Piauí (PI)","1936"
"2211704","Wall Ferraz (PI)","1376"
"2300101","Abaiara (CE)","5248"
"2300150","Acarape (CE)","9782"
"2300200","Acaraú (CE)","43722"
"2300309","Acopiara (CE)","26304"
"2300408","Aiuaba (CE)","3443"
"2300507","Alcântaras (CE)","2204"
"2300606","Altaneira (CE)","1896"
"2300705","Alto Santo (CE)","7897"
"2300754","Amontada (CE)","20788"
"2300804","Antonina do Norte (CE)","3456"
"2300903","Apuiarés (CE)","5776"
"2301000","Aquiraz (CE)","438091"
"2301109","Aracati (CE)","106651"
"2301208","Aracoiaba (CE)","10481"
"2301257","Ararendá (CE)","2691"
"2301307","Araripe (CE)","5711"
"2301406","Aratuba (CE)","3215"
"2301505","Arneiroz (CE)","2406"
"2301604","Assaré (CE)","8588"
"2301703","Aurora (CE)","12707"
"2301802","Baixio (CE)","1445"
"2301851","Banabuiú (CE)","8474"
"2301901","Barbalha (CE)","82516"
"2301950","Barreira (CE)","8214"
"2302008","Barro (CE)","10231"
"2302057","Barroquinha (CE)","3391"
"2302107","Baturité (CE)","20291"
"2302206","Beberibe (CE)","29988"
"2302305","Bela Cruz (CE)","9899"
"2302404","Boa Viagem (CE)","22333"
"2302503","Brejo Santo (CE)","55528"
"2302602","Camocim (CE)","37814"
"2302701","Campos Sales (CE)","12732"
"2302800","Canindé (CE)","40837"
"2302909","Capistrano (CE)","5460"
"2303006","Caridade (CE)","5204"
"2303105","Cariré (CE)","5508"
"2303204","Caririaçu (CE)","7259"
"2303303","Cariús (CE)","5744"
"2303402","Carnaubal (CE)","5219"
"2303501","Cascavel (CE)","71386"
"2303600","Catarina (CE)","3992"
"2303659","Catunda (CE)","3215"
"2303709","Caucaia (CE)","921208"
"2303808","Cedro (CE)","11502"
"2303907","Chaval (CE)","3852"
"2303931","Choró (CE)","2484"
"2303956","Chorozinho (CE)","82921"
"2304004","Coreaú (CE)","5988"
"2304103","Crateús (CE)","45265"
"2304202","Crato (CE)","145493"
"2304236","Croatá (CE)","4230"
"2304251","Cruz (CE)","15414"
"2304269","Deputado Irapuan Pinheiro (CE)","3001"
"2304277","Ererê (CE)","1608"
"2304285","Eusébio (CE)","694878"
"2304301","Farias Brito (CE)","5598"
"2304350","Forquilha (CE)","13851"
"2304400","Fortaleza (CE)","8464087"
"2304459","Fortim (CE)","8664"
"2304509","Frecheirinha (CE)","27944"
"2304608","General Sampaio (CE)","2123"
"2304657","Graça (CE)","3428"
"2304707","Granja (CE)","16567"
"2304806","Granjeiro (CE)","1142"
"2304905","Groaíras (CE)","3578"
"2304954","Guaiúba (CE)","8601"
"2305001","Guaraciaba do Norte (CE)","23780"
"2305100","Guaramiranga (CE)","2922"
"2305209","Hidrolândia (CE)","5703"
"2305233","Horizonte (CE)","226233"
"2305266","Ibaretama (CE)","3651"
"2305308","Ibiapina (CE)","11030"
"2305332","Ibicuitinga (CE)","3839"
"2305357","Icapuí (CE)","23627"
"2305407","Icó (CE)","33201"
"2305506","Iguatu (CE)","170675"
"2305605","Independência (CE)","7654"
"2305654","Ipaporanga (CE)","3302"
"2305704","Ipaumirim (CE)","6117"
"2305803","Ipu (CE)","25042"
"2305902","Ipueiras (CE)","10966"
"2306009","Iracema (CE)","7014"
"2306108","Irauçuba (CE)","9069"
"2306207","Itaiçaba (CE)","4230"
"2306256","Itaitinga (CE)","101447"
"2306306","Itapajé (CE)","36262"
"2306405","Itapipoca (CE)","162218"
"2306504","Itapiúna (CE)","5295"
"2306553","Itarema (CE)","63437"
"2306603","Itatira (CE)","5084"
"2306702","Jaguaretama (CE)","7590"
"2306801","Jaguaribara (CE)","12004"
"2306900","Jaguaribe (CE)","57810"
"2307007","Jaguaruana (CE)","40046"
"2307106","Jardim (CE)","7646"
"2307205","Jati (CE)","12432"
"2307254","Jijoca de Jericoacoara (CE)","22330"
"2307304","Juazeiro do Norte (CE)","464534"
"2307403","Jucás (CE)","13082"
"2307502","Lavras da Mangabeira (CE)","10578"
"2307601","Limoeiro do Norte (CE)","68928"
"2307635","Madalena (CE)","4853"
"2307650","Maracanaú (CE)","1612321"
"2307700","Maranguape (CE)","176462"
"2307809","Marco (CE)","34307"
"2307908","Martinópole (CE)","2671"
"2308005","Massapê (CE)","12044"
"2308104","Mauriti (CE)","18642"
"2308203","Meruoca (CE)","3594"
"2308302","Milagres (CE)","11749"
"2308351","Milhã (CE)","5568"
"2308377","Miraíma (CE)","2818"
"2308401","Missão Velha (CE)","21831"
"2308500","Mombaça (CE)","15889"
"2308609","Monsenhor Tabosa (CE)","5765"
"2308708","Morada Nova (CE)","73580"
"2308807","Moraújo (CE)","2037"
"2308906","Morrinhos (CE)","7093"
"2309003","Mucambo (CE)","4548"
"2309102","Mulungu (CE)","3263"
"2309201","Nova Olinda (CE)","8760"
"2309300","Nova Russas (CE)","23430"
"2309409","Novo Oriente (CE)","9293"
"2309458","Ocara (CE)","8046"
"2309508","Orós (CE)","9505"
"2309607","Pacajus (CE)","112212"
"2309706","Pacatuba (CE)","132674"
"2309805","Pacoti (CE)","4433"
"2309904","Pacujá (CE)","2303"
"2310001","Palhano (CE)","3451"
"2310100","Palmácia (CE)","2418"
"2310209","Paracuru (CE)","26564"
"2310258","Paraipaba (CE)","29107"
"2310308","Parambu (CE)","10236"
"2310407","Paramoti (CE)","3189"
"2310506","Pedra Branca (CE)","14152"
"2310605","Penaforte (CE)","9460"
"2310704","Pentecoste (CE)","24703"
"2310803","Pereiro (CE)","19257"
"2310852","Pindoretama (CE)","19626"
"2310902","Piquet Carneiro (CE)","6682"
"2310951","Pires Ferreira (CE)","2018"
"2311009","Poranga (CE)","3303"
"2311108","Porteiras (CE)","4763"
"2311207","Potengi (CE)","3309"
"2311231","Potiretama (CE)","2338"
"2311264","Quiterianópolis (CE)","6715"
"2311306","Quixadá (CE)","73028"
"2311355","Quixelô (CE)","6405"
"2311405","Quixeramobim (CE)","82155"
"2311504","Quixeré (CE)","28731"
"2311603","Redenção (CE)","16036"
"2311702","Reriutaba (CE)","6817"
"2311801","Russas (CE)","132591"
"2311900","Saboeiro (CE)","3982"
"2311959","Salitre (CE)","3316"
"2312007","Santana do Acaraú (CE)","8202"
"2312106","Santana do Cariri (CE)","4048"
"2312205","Santa Quitéria (CE)","26578"
"2312304","São Benedito (CE)","29664"
"2312403","São Gonçalo do Amarante (CE)","532276"
"2312502","São João do Jaguaribe (CE)","3074"
"2312601","São Luís do Curu (CE)","5821"
"2312700","Senador Pompeu (CE)","29579"
"2312809","Senador Sá (CE)","2436"
"2312908","Sobral (CE)","566058"
"2313005","Solonópole (CE)","9255"
"2313104","Tabuleiro do Norte (CE)","29055"
"2313203","Tamboril (CE)","7896"
"2313252","Tarrafas (CE)","2043"
"2313302","Tauá (CE)","42847"
"2313351","Tejuçuoca (CE)","4185"
"2313401","Tianguá (CE)","131166"
"2313500","Trairi (CE)","37332"
"2313559","Tururu (CE)","3595"
"2313609","Ubajara (CE)","38363"
"2313708","Umari (CE)","1623"
"2313757","Umirim (CE)","6481"
"2313807","Uruburetama (CE)","20781"
"2313906","Uruoca (CE)","5249"
"2313955","Varjota (CE)","9829"
"2314003","Várzea Alegre (CE)","23066"
"2314102","Viçosa do Ceará (CE)","17020"
"2400109","Acari (RN)","5723"
"2400208","Açu (RN)","70108"
"2400307","Afonso Bezerra (RN)","3138"
"2400406","Água Nova (RN)","648"
"2400505","Alexandria (RN)","5137"
"2400604","Almino Afonso (RN)","1043"
"2400703","Alto do Rodrigues (RN)","31175"
"2400802","Angicos (RN)","7722"
"2400901","Antônio Martins (RN)","1693"
"2401008","Apodi (RN)","29941"
"2401107","Areia Branca (RN)","55559"
"2401206","Arês (RN)","39378"
"2401305","Augusto Severo (RN)","2813"
"2401404","Baía Formosa (RN)","4719"
"2401453","Baraúna (RN)","55308"
"2401503","Barcelona (RN)","1234"
"2401602","Bento Fernandes (RN)","871"
"2401651","Bodó (RN)","7418"
"2401701","Bom Jesus (RN)","4542"
"2401800","Brejinho (RN)","13109"
"2401859","Caiçara do Norte (RN)","2436"
"2401909","Caiçara do Rio do Vento (RN)","1493"
"2402006","Caicó (RN)","135052"
"2402105","Campo Redondo (RN)","1848"
"2402204","Canguaretama (RN)","27479"
"2402303","Caraúbas (RN)","28743"
"2402402","Carnaúba dos Dantas (RN)","4542"
"2402501","Carnaubais (RN)","3508"
"2402600","Ceará-Mirim (RN)","68028"
"2402709","Cerro Corá (RN)","13825"
"2402808","Coronel Ezequiel (RN)","1059"
"2402907","Coronel João Pessoa (RN)","997"
"2403004","Cruzeta (RN)","5385"
"2403103","Currais Novos (RN)","70997"
"2403202","Doutor Severiano (RN)","1586"
"2403251","Parnamirim (RN)","773021"
"2403301","Encanto (RN)","874"
"2403400","Equador (RN)","3713"
"2403509","Espírito Santo (RN)","2123"
"2403608","Extremoz (RN)","35417"
"2403707","Felipe Guerra (RN)","3257"
"2403756","Fernando Pedroza (RN)","715"
"2403806","Florânia (RN)","3532"
"2403905","Francisco Dantas (RN)","498"
"2404002","Frutuoso Gomes (RN)","1643"
"2404101","Galinhos (RN)","6373"
"2404200","Goianinha (RN)","23834"
"2404309","Governador Dix-Sept Rosado (RN)","18390"
"2404408","Grossos (RN)","9733"
"2404507","Guamaré (RN)","69325"
"2404606","Ielmo Marinho (RN)","2764"
"2404705","Ipanguaçu (RN)","5733"
"2404804","Ipueira (RN)","658"
"2404853","Itajá (RN)","4074"
"2404903","Itaú (RN)","1750"
"2405009","Jaçanã (RN)","1399"
"2405108","Jandaíra (RN)","7880"
"2405207","Janduís (RN)","1974"
"2405306","Januário Cicco (RN)","2343"
"2405405","Japi (RN)","731"
"2405504","Jardim de Angicos (RN)","535"
"2405603","Jardim de Piranhas (RN)","5180"
"2405702","Jardim do Seridó (RN)","10568"
"2405801","João Câmara (RN)","66482"
"2405900","João Dias (RN)","526"
"2406007","José da Penha (RN)","1823"
"2406106","Jucurutu (RN)","16638"
"2406155","Jundiá (RN)","611"
"2406205","Lagoa d'Anta (RN)","1489"
