,cod_loja,mes,cnt_feriados
7168,1992,5,1.0
7169,1992,6,0.0
7170,1992,7,1.0
7171,1992,8,0.0
7172,1992,9,1.0
7173,1992,10,1.0
7174,1992,11,2.0
7175,1992,12,1.0
7176,2009,1,1.0
7177,2009,2,0.0
7178,2009,3,0.0
7179,2009,4,1.0
7180,2009,5,1.0
7181,2009,6,2.0
7182,2009,7,0.0
7183,2009,8,0.0
7184,2009,9,2.0
7185,2009,10,1.0
7186,2009,11,3.0
7187,2009,12,1.0
7188,2009,1,1.0
7189,2009,2,0.0
7190,2009,3,0.0
7191,2009,4,1.0
7192,2009,5,1.0
7193,2009,6,2.0
7194,2009,7,0.0
7195,2009,8,0.0
7196,2009,9,2.0
7197,2009,10,1.0
7198,2009,11,3.0
7199,2009,12,1.0
7200,2015,1,1.0
7201,2015,2,0.0
7202,2015,3,0.0
7203,2015,4,2.0
7204,2015,5,1.0
7205,2015,6,0.0
7206,2015,7,0.0
7207,2015,8,0.0
7208,2015,9,2.0
7209,2015,10,1.0
7210,2015,11,2.0
7211,2015,12,1.0
7212,2015,1,1.0
7213,2015,2,0.0
7214,2015,3,0.0
7215,2015,4,2.0
7216,2015,5,1.0
7217,2015,6,0.0
7218,2015,7,0.0
7219,2015,8,0.0
7220,2015,9,2.0
7221,2015,10,1.0
7222,2015,11,2.0
7223,2015,12,1.0
7224,2018,1,1.0
7225,2018,2,0.0
7226,2018,3,0.0
7227,2018,4,2.0
7228,2018,5,1.0
7229,2018,6,0.0
7230,2018,7,0.0
7231,2018,8,0.0
7232,2018,9,1.0
7233,2018,10,1.0
7234,2018,11,2.0
7235,2018,12,1.0
7236,2018,1,1.0
7237,2018,2,0.0
7238,2018,3,0.0
7239,2018,4,2.0
7240,2018,5,1.0
7241,2018,6,0.0
7242,2018,7,0.0
7243,2018,8,0.0
7244,2018,9,1.0
7245,2018,10,1.0
7246,2018,11,2.0
7247,2018,12,1.0
7248,2020,1,1.0
7249,2020,2,0.0
7250,2020,3,0.0
7251,2020,4,1.0
7252,2020,5,1.0
7253,2020,6,0.0
7254,2020,7,1.0
7255,2020,8,0.0
7256,2020,9,1.0
7257,2020,10,1.0
7258,2020,11,2.0
7259,2020,12,1.0
7260,2020,1,1.0
7261,2020,2,0.0
7262,2020,3,0.0
7263,2020,4,1.0
7264,2020,5,1.0
7265,2020,6,0.0
7266,2020,7,1.0
7267,2020,8,0.0
7268,2020,9,1.0
7269,2020,10,1.0
7270,2020,11,2.0
7271,2020,12,1.0
7272,2028,1,1.0
7273,2028,2,0.0
7274,2028,3,0.0
7275,2028,4,1.0
7276,2028,5,1.0
7277,2028,6,0.0
7278,2028,7,1.0
7279,2028,8,0.0
7280,2028,9,1.0
7281,2028,10,1.0
7282,2028,11,2.0
7283,2028,12,1.0
7284,2028,1,1.0
7285,2028,2,0.0
7286,2028,3,0.0
7287,2028,4,1.0
7288,2028,5,1.0
7289,2028,6,0.0
7290,2028,7,1.0
7291,2028,8,0.0
7292,2028,9,1.0
7293,2028,10,1.0
7294,2028,11,2.0
7295,2028,12,1.0
7296,2040,1,1.0
7297,2040,2,0.0
7298,2040,3,0.0
7299,2040,4,1.0
7300,2040,5,1.0
7301,2040,6,0.0
7302,2040,7,1.0
7303,2040,8,0.0
7304,2040,9,1.0
7305,2040,10,1.0
7306,2040,11,2.0
7307,2040,12,1.0
7308,2040,1,1.0
7309,2040,2,0.0
7310,2040,3,0.0
7311,2040,4,1.0
7312,2040,5,1.0
7313,2040,6,0.0
7314,2040,7,1.0
7315,2040,8,0.0
7316,2040,9,1.0
7317,2040,10,1.0
7318,2040,11,2.0
7319,2040,12,1.0
7320,2046,1,1.0
7321,2046,2,0.0
7322,2046,3,0.0
7323,2046,4,2.0
7324,2046,5,1.0
7325,2046,6,0.0
7326,2046,7,0.0
7327,2046,8,0.0
7328,2046,9,1.0
7329,2046,10,1.0
7330,2046,11,3.0
7331,2046,12,1.0
7332,2046,1,1.0
7333,2046,2,0.0
7334,2046,3,0.0
7335,2046,4,2.0
7336,2046,5,1.0
7337,2046,6,0.0
7338,2046,7,0.0
7339,2046,8,0.0
7340,2046,9,1.0
7341,2046,10,1.0
7342,2046,11,3.0
7343,2046,12,1.0
7344,2050,1,1.0
7345,2050,2,0.0
7346,2050,3,0.0
7347,2050,4,1.0
7348,2050,5,1.0
7349,2050,6,0.0
7350,2050,7,0.0
7351,2050,8,0.0
7352,2050,9,1.0
7353,2050,10,1.0
7354,2050,11,2.0
7355,2050,12,1.0
7356,2050,1,1.0
7357,2050,2,0.0
7358,2050,3,0.0
7359,2050,4,1.0
7360,2050,5,1.0
7361,2050,6,0.0
7362,2050,7,0.0
7363,2050,8,0.0
7364,2050,9,1.0
7365,2050,10,1.0
7366,2050,11,2.0
7367,2050,12,1.0
7368,2066,1,1.0
7369,2066,2,0.0
7370,2066,3,0.0
7371,2066,4,2.0
7372,2066,5,1.0
7373,2066,6,0.0
7374,2066,7,0.0
7375,2066,8,0.0
7376,2066,9,1.0
7377,2066,10,1.0
7378,2066,11,3.0
7379,2066,12,1.0
7380,2066,1,1.0
7381,2066,2,0.0
7382,2066,3,0.0
7383,2066,4,2.0
7384,2066,5,1.0
7385,2066,6,0.0
7386,2066,7,0.0
7387,2066,8,0.0
7388,2066,9,1.0
7389,2066,10,1.0
7390,2066,11,3.0
7391,2066,12,1.0
7392,2068,1,1.0
7393,2068,2,0.0
7394,2068,3,1.0
7395,2068,4,1.0
7396,2068,5,1.0
7397,2068,6,0.0
7398,2068,7,0.0
7399,2068,8,0.0
7400,2068,9,1.0
7401,2068,10,1.0
7402,2068,11,2.0
7403,2068,12,1.0
7404,2068,1,1.0
7405,2068,2,0.0
7406,2068,3,1.0
7407,2068,4,1.0
7408,2068,5,1.0
7409,2068,6,0.0
7410,2068,7,0.0
7411,2068,8,0.0
7412,2068,9,1.0
7413,2068,10,1.0
7414,2068,11,2.0
7415,2068,12,1.0
7416,2070,1,1.0
7417,2070,2,0.0
7418,2070,3,0.0
7419,2070,4,1.0
7420,2070,5,1.0
7421,2070,6,0.0
7422,2070,7,0.0
7423,2070,8,1.0
7424,2070,9,1.0
7425,2070,10,1.0
7426,2070,11,3.0
7427,2070,12,1.0
7428,2070,1,1.0
7429,2070,2,0.0
7430,2070,3,0.0
7431,2070,4,1.0
7432,2070,5,1.0
7433,2070,6,0.0
7434,2070,7,0.0
7435,2070,8,1.0
7436,2070,9,1.0
7437,2070,10,1.0
7438,2070,11,3.0
7439,2070,12,1.0
7440,2072,1,1.0
7441,2072,2,0.0
7442,2072,3,0.0
7443,2072,4,1.0
7444,2072,5,1.0
7445,2072,6,0.0
7446,2072,7,1.0
7447,2072,8,0.0
7448,2072,9,1.0
7449,2072,10,1.0
7450,2072,11,2.0
7451,2072,12,1.0
7452,2072,1,1.0
7453,2072,2,0.0
7454,2072,3,0.0
7455,2072,4,1.0
7456,2072,5,1.0
7457,2072,6,0.0
7458,2072,7,1.0
7459,2072,8,0.0
7460,2072,9,1.0
7461,2072,10,1.0
7462,2072,11,2.0
7463,2072,12,1.0
7464,2074,1,1.0
7465,2074,2,0.0
7466,2074,3,0.0
7467,2074,4,1.0
7468,2074,5,1.0
7469,2074,6,0.0
7470,2074,7,1.0
7471,2074,8,0.0
7472,2074,9,1.0
7473,2074,10,1.0
7474,2074,11,2.0
7475,2074,12,1.0
7476,2074,1,1.0
7477,2074,2,0.0
7478,2074,3,0.0
7479,2074,4,1.0
7480,2074,5,1.0
7481,2074,6,0.0
7482,2074,7,1.0
7483,2074,8,0.0
7484,2074,9,1.0
7485,2074,10,1.0
7486,2074,11,2.0
7487,2074,12,1.0
7488,2091,1,1.0
7489,2091,2,0.0
7490,2091,3,1.0
7491,2091,4,1.0
7492,2091,5,1.0
7493,2091,6,0.0
7494,2091,7,0.0
7495,2091,8,0.0
7496,2091,9,1.0
7497,2091,10,1.0
7498,2091,11,2.0
7499,2091,12,1.0
7500,2091,1,1.0
7501,2091,2,0.0
7502,2091,3,1.0
7503,2091,4,1.0
7504,2091,5,1.0
7505,2091,6,0.0
7506,2091,7,0.0
7507,2091,8,0.0
7508,2091,9,1.0
7509,2091,10,1.0
7510,2091,11,2.0
7511,2091,12,1.0
7512,2096,1,1.0
7513,2096,2,0.0
7514,2096,3,0.0
7515,2096,4,2.0
7516,2096,5,1.0
7517,2096,6,0.0
7518,2096,7,0.0
7519,2096,8,0.0
7520,2096,9,1.0
7521,2096,10,1.0
7522,2096,11,2.0
7523,2096,12,1.0
7524,2096,1,1.0
7525,2096,2,0.0
7526,2096,3,0.0
7527,2096,4,2.0
7528,2096,5,1.0
7529,2096,6,0.0
7530,2096,7,0.0
7531,2096,8,0.0
7532,2096,9,1.0
7533,2096,10,1.0
7534,2096,11,2.0
7535,2096,12,1.0
7536,2111,1,1.0
7537,2111,2,0.0
7538,2111,3,0.0
7539,2111,4,1.0
7540,2111,5,1.0
7541,2111,6,0.0
7542,2111,7,0.0
7543,2111,8,0.0
7544,2111,9,1.0
7545,2111,10,1.0
7546,2111,11,2.0
7547,2111,12,1.0
7548,2111,1,1.0
7549,2111,2,0.0
7550,2111,3,0.0
7551,2111,4,1.0
7552,2111,5,1.0
7553,2111,6,0.0
7554,2111,7,0.0
7555,2111,8,0.0
7556,2111,9,1.0
7557,2111,10,1.0
7558,2111,11,2.0
7559,2111,12,1.0
7560,2116,1,1.0
7561,2116,2,0.0
7562,2116,3,0.0
7563,2116,4,1.0
7564,2116,5,1.0
7565,2116,6,0.0
7566,2116,7,0.0
7567,2116,8,0.0
7568,2116,9,1.0
7569,2116,10,1.0
7570,2116,11,2.0
7571,2116,12,1.0
7572,2116,1,1.0
7573,2116,2,0.0
7574,2116,3,0.0
7575,2116,4,1.0
7576,2116,5,1.0
7577,2116,6,0.0
7578,2116,7,0.0
7579,2116,8,0.0
7580,2116,9,1.0
7581,2116,10,1.0
7582,2116,11,2.0
7583,2116,12,1.0
7584,2120,1,1.0
7585,2120,2,0.0
7586,2120,3,0.0
7587,2120,4,1.0
7588,2120,5,1.0
7589,2120,6,0.0
7590,2120,7,0.0
7591,2120,8,1.0
7592,2120,9,1.0
7593,2120,10,1.0
7594,2120,11,3.0
7595,2120,12,1.0
7596,2120,1,1.0
7597,2120,2,0.0
7598,2120,3,0.0
7599,2120,4,1.0
7600,2120,5,1.0
7601,2120,6,0.0
7602,2120,7,0.0
7603,2120,8,1.0
7604,2120,9,1.0
7605,2120,10,1.0
7606,2120,11,3.0
7607,2120,12,1.0
7608,2121,1,1.0
7609,2121,2,0.0
7610,2121,3,0.0
7611,2121,4,1.0
7612,2121,5,1.0
7613,2121,6,0.0
7614,2121,7,0.0
7615,2121,8,0.0
7616,2121,9,1.0
7617,2121,10,1.0
7618,2121,11,2.0
7619,2121,12,1.0
7620,2121,1,1.0
7621,2121,2,0.0
7622,2121,3,0.0
7623,2121,4,1.0
7624,2121,5,1.0
7625,2121,6,0.0
7626,2121,7,0.0
7627,2121,8,0.0
7628,2121,9,1.0
7629,2121,10,1.0
7630,2121,11,2.0
7631,2121,12,1.0
7632,2128,1,1.0
7633,2128,2,0.0
7634,2128,3,0.0
7635,2128,4,1.0
7636,2128,5,1.0
7637,2128,6,0.0
7638,2128,7,0.0
7639,2128,8,0.0
7640,2128,9,1.0
7641,2128,10,1.0
7642,2128,11,2.0
7643,2128,12,2.0
7644,2128,1,1.0
7645,2128,2,0.0
7646,2128,3,0.0
7647,2128,4,1.0
7648,2128,5,1.0
7649,2128,6,0.0
7650,2128,7,0.0
7651,2128,8,0.0
7652,2128,9,1.0
7653,2128,10,1.0
7654,2128,11,2.0
7655,2128,12,2.0
7656,2132,1,1.0
7657,2132,2,0.0
7658,2132,3,0.0
7659,2132,4,2.0
7660,2132,5,1.0
7661,2132,6,0.0
7662,2132,7,0.0
7663,2132,8,0.0
7664,2132,9,2.0
7665,2132,10,1.0
7666,2132,11,2.0
7667,2132,12,1.0
7668,2132,1,1.0
7669,2132,2,0.0
7670,2132,3,0.0
7671,2132,4,2.0
7672,2132,5,1.0
7673,2132,6,0.0
7674,2132,7,0.0
7675,2132,8,0.0
7676,2132,9,2.0
7677,2132,10,1.0
7678,2132,11,2.0
7679,2132,12,1.0
7680,2136,1,1.0
7681,2136,2,0.0
7682,2136,3,0.0
7683,2136,4,2.0
7684,2136,5,1.0
7685,2136,6,0.0
7686,2136,7,0.0
7687,2136,8,0.0
7688,2136,9,1.0
7689,2136,10,1.0
7690,2136,11,2.0
7691,2136,12,1.0
7692,2136,1,1.0
7693,2136,2,0.0
7694,2136,3,0.0
7695,2136,4,2.0
7696,2136,5,1.0
7697,2136,6,0.0
7698,2136,7,0.0
7699,2136,8,0.0
7700,2136,9,1.0
7701,2136,10,1.0
7702,2136,11,2.0
7703,2136,12,1.0
7704,2139,1,1.0
7705,2139,2,0.0
7706,2139,3,0.0
7707,2139,4,1.0
7708,2139,5,1.0
7709,2139,6,0.0
7710,2139,7,0.0
7711,2139,8,1.0
7712,2139,9,1.0
7713,2139,10,1.0
7714,2139,11,3.0
7715,2139,12,1.0
7716,2139,1,1.0
7717,2139,2,0.0
7718,2139,3,0.0
7719,2139,4,1.0
7720,2139,5,1.0
7721,2139,6,0.0
7722,2139,7,0.0
7723,2139,8,1.0
7724,2139,9,1.0
7725,2139,10,1.0
7726,2139,11,3.0
7727,2139,12,1.0
7728,2152,1,1.0
7729,2152,2,0.0
7730,2152,3,0.0
7731,2152,4,2.0
7732,2152,5,1.0
7733,2152,6,0.0
7734,2152,7,0.0
7735,2152,8,0.0
7736,2152,9,1.0
7737,2152,10,1.0
7738,2152,11,2.0
7739,2152,12,1.0
7740,2152,1,1.0
7741,2152,2,0.0
7742,2152,3,0.0
7743,2152,4,2.0
7744,2152,5,1.0
7745,2152,6,0.0
7746,2152,7,0.0
7747,2152,8,0.0
7748,2152,9,1.0
7749,2152,10,1.0
7750,2152,11,2.0
7751,2152,12,1.0
7752,2153,1,1.0
7753,2153,2,0.0
7754,2153,3,0.0
7755,2153,4,2.0
7756,2153,5,1.0
7757,2153,6,0.0
7758,2153,7,0.0
7759,2153,8,0.0
7760,2153,9,1.0
7761,2153,10,1.0
7762,2153,11,2.0
7763,2153,12,1.0
7764,2153,1,1.0
7765,2153,2,0.0
7766,2153,3,0.0
7767,2153,4,2.0
7768,2153,5,1.0
7769,2153,6,0.0
7770,2153,7,0.0
7771,2153,8,0.0
7772,2153,9,1.0
7773,2153,10,1.0
7774,2153,11,2.0
7775,2153,12,1.0
7776,2163,1,1.0
7777,2163,2,0.0
7778,2163,3,0.0
7779,2163,4,2.0
7780,2163,5,1.0
7781,2163,6,0.0
7782,2163,7,0.0
7783,2163,8,0.0
7784,2163,9,1.0
7785,2163,10,1.0
7786,2163,11,2.0
7787,2163,12,1.0
7788,2163,1,1.0
7789,2163,2,0.0
7790,2163,3,0.0
7791,2163,4,2.0
7792,2163,5,1.0
7793,2163,6,0.0
7794,2163,7,0.0
7795,2163,8,0.0
7796,2163,9,1.0
7797,2163,10,1.0
7798,2163,11,2.0
7799,2163,12,1.0
7800,2165,1,1.0
7801,2165,2,0.0
7802,2165,3,1.0
7803,2165,4,1.0
7804,2165,5,1.0
7805,2165,6,1.0
7806,2165,7,1.0
7807,2165,8,0.0
7808,2165,9,1.0
7809,2165,10,1.0
7810,2165,11,2.0
7811,2165,12,2.0
7812,2165,1,1.0
7813,2165,2,0.0
7814,2165,3,1.0
7815,2165,4,1.0
7816,2165,5,1.0
7817,2165,6,1.0
7818,2165,7,1.0
7819,2165,8,0.0
7820,2165,9,1.0
7821,2165,10,1.0
7822,2165,11,2.0
7823,2165,12,2.0
7824,2166,1,1.0
7825,2166,2,0.0
7826,2166,3,1.0
7827,2166,4,1.0
7828,2166,5,1.0
7829,2166,6,1.0
7830,2166,7,1.0
7831,2166,8,0.0
7832,2166,9,1.0
7833,2166,10,1.0
7834,2166,11,2.0
7835,2166,12,2.0
7836,2166,1,1.0
7837,2166,2,0.0
7838,2166,3,1.0
7839,2166,4,1.0
7840,2166,5,1.0
7841,2166,6,1.0
7842,2166,7,1.0
7843,2166,8,0.0
7844,2166,9,1.0
7845,2166,10,1.0
7846,2166,11,2.0
7847,2166,12,2.0
7848,2171,1,1.0
7849,2171,2,0.0
7850,2171,3,1.0
7851,2171,4,1.0
7852,2171,5,1.0
7853,2171,6,1.0
7854,2171,7,1.0
7855,2171,8,0.0
7856,2171,9,1.0
7857,2171,10,1.0
7858,2171,11,2.0
7859,2171,12,2.0
7860,2171,1,1.0
7861,2171,2,0.0
7862,2171,3,1.0
7863,2171,4,1.0
7864,2171,5,1.0
7865,2171,6,1.0
7866,2171,7,1.0
7867,2171,8,0.0
7868,2171,9,1.0
7869,2171,10,1.0
7870,2171,11,2.0
7871,2171,12,2.0
7872,2173,1,1.0
7873,2173,2,0.0
7874,2173,3,0.0
7875,2173,4,1.0
7876,2173,5,1.0
7877,2173,6,0.0
7878,2173,7,1.0
7879,2173,8,0.0
7880,2173,9,1.0
7881,2173,10,1.0
7882,2173,11,2.0
7883,2173,12,1.0
7884,2173,1,1.0
7885,2173,2,0.0
7886,2173,3,0.0
7887,2173,4,1.0
7888,2173,5,1.0
7889,2173,6,0.0
7890,2173,7,1.0
7891,2173,8,0.0
7892,2173,9,1.0
7893,2173,10,1.0
7894,2173,11,2.0
7895,2173,12,1.0
7896,2177,1,1.0
7897,2177,2,0.0
7898,2177,3,0.0
7899,2177,4,1.0
7900,2177,5,1.0
7901,2177,6,0.0
7902,2177,7,0.0
7903,2177,8,0.0
7904,2177,9,1.0
7905,2177,10,1.0
7906,2177,11,2.0
7907,2177,12,2.0
7908,2177,1,1.0
7909,2177,2,0.0
7910,2177,3,0.0
7911,2177,4,1.0
7912,2177,5,1.0
7913,2177,6,0.0
7914,2177,7,0.0
7915,2177,8,0.0
7916,2177,9,1.0
7917,2177,10,1.0
7918,2177,11,2.0
7919,2177,12,2.0
7920,2181,1,1.0
7921,2181,2,0.0
7922,2181,3,0.0
7923,2181,4,1.0
7924,2181,5,1.0
7925,2181,6,0.0
7926,2181,7,0.0
7927,2181,8,0.0
7928,2181,9,1.0
7929,2181,10,1.0
7930,2181,11,2.0
7931,2181,12,2.0
7932,2181,1,1.0
7933,2181,2,0.0
7934,2181,3,0.0
7935,2181,4,1.0
7936,2181,5,1.0
7937,2181,6,0.0
7938,2181,7,0.0
7939,2181,8,0.0
7940,2181,9,1.0
7941,2181,10,1.0
7942,2181,11,2.0
7943,2181,12,2.0
7944,2193,1,1.0
7945,2193,2,0.0
7946,2193,3,0.0
7947,2193,4,1.0
7948,2193,5,1.0
7949,2193,6,0.0
7950,2193,7,0.0
7951,2193,8,0.0
7952,2193,9,1.0
7953,2193,10,1.0
7954,2193,11,2.0
7955,2193,12,2.0
7956,2193,1,1.0
7957,2193,2,0.0
7958,2193,3,0.0
7959,2193,4,1.0
7960,2193,5,1.0
7961,2193,6,0.0
7962,2193,7,0.0
7963,2193,8,0.0
7964,2193,9,1.0
7965,2193,10,1.0
7966,2193,11,2.0
7967,2193,12,2.0
7968,2195,1,1.0
7969,2195,2,0.0
7970,2195,3,0.0
7971,2195,4,1.0
7972,2195,5,1.0
7973,2195,6,0.0
7974,2195,7,0.0
7975,2195,8,0.0
7976,2195,9,1.0
7977,2195,10,1.0
7978,2195,11,2.0
7979,2195,12,2.0
7980,2195,1,1.0
7981,2195,2,0.0
7982,2195,3,0.0
7983,2195,4,1.0
7984,2195,5,1.0
7985,2195,6,0.0
7986,2195,7,0.0
7987,2195,8,0.0
7988,2195,9,1.0
7989,2195,10,1.0
7990,2195,11,2.0
7991,2195,12,2.0
7992,2201,1,1.0
7993,2201,2,0.0
7994,2201,3,0.0
7995,2201,4,1.0
7996,2201,5,1.0
7997,2201,6,0.0
7998,2201,7,1.0
7999,2201,8,0.0
8000,2201,9,1.0
8001,2201,10,1.0
8002,2201,11,2.0
8003,2201,12,1.0
8004,2201,1,1.0
8005,2201,2,0.0
8006,2201,3,0.0
8007,2201,4,1.0
8008,2201,5,1.0
8009,2201,6,0.0
8010,2201,7,1.0
8011,2201,8,0.0
8012,2201,9,1.0
8013,2201,10,1.0
8014,2201,11,2.0
8015,2201,12,1.0
8016,2207,1,1.0
8017,2207,2,0.0
8018,2207,3,0.0
8019,2207,4,1.0
8020,2207,5,1.0
8021,2207,6,0.0
8022,2207,7,0.0
8023,2207,8,0.0
8024,2207,9,1.0
8025,2207,10,1.0
8026,2207,11,2.0
8027,2207,12,2.0
8028,2207,1,1.0
8029,2207,2,0.0
8030,2207,3,0.0
8031,2207,4,1.0
8032,2207,5,1.0
8033,2207,6,0.0
8034,2207,7,0.0
8035,2207,8,0.0
8036,2207,9,1.0
8037,2207,10,1.0
8038,2207,11,2.0
8039,2207,12,2.0
8040,2223,1,1.0
8041,2223,2,0.0
8042,2223,3,1.0
8043,2223,4,1.0
8044,2223,5,1.0
8045,2223,6,0.0
8046,2223,7,0.0
8047,2223,8,0.0
8048,2223,9,2.0
8049,2223,10,1.0
8050,2223,11,2.0
8051,2223,12,1.0
8052,2223,1,1.0
8053,2223,2,0.0
8054,2223,3,1.0
8055,2223,4,1.0
8056,2223,5,1.0
8057,2223,6,0.0
8058,2223,7,0.0
8059,2223,8,0.0
8060,2223,9,2.0
8061,2223,10,1.0
8062,2223,11,2.0
8063,2223,12,1.0
8064,2236,1,1.0
8065,2236,2,0.0
8066,2236,3,0.0
8067,2236,4,1.0
8068,2236,5,1.0
8069,2236,6,0.0
8070,2236,7,1.0
8071,2236,8,0.0
8072,2236,9,1.0
8073,2236,10,1.0
8074,2236,11,2.0
8075,2236,12,1.0
8076,2236,1,1.0
8077,2236,2,0.0
8078,2236,3,0.0
8079,2236,4,1.0
8080,2236,5,1.0
8081,2236,6,0.0
8082,2236,7,1.0
8083,2236,8,0.0
8084,2236,9,1.0
8085,2236,10,1.0
8086,2236,11,2.0
8087,2236,12,1.0
8088,2240,1,1.0
8089,2240,2,0.0
8090,2240,3,0.0
8091,2240,4,1.0
8092,2240,5,1.0
8093,2240,6,0.0
8094,2240,7,0.0
8095,2240,8,1.0
8096,2240,9,1.0
8097,2240,10,1.0
8098,2240,11,3.0
8099,2240,12,1.0
8100,2240,1,1.0
8101,2240,2,0.0
8102,2240,3,0.0
8103,2240,4,1.0
8104,2240,5,1.0
8105,2240,6,0.0
8106,2240,7,0.0
8107,2240,8,1.0
8108,2240,9,1.0
8109,2240,10,1.0
8110,2240,11,3.0
8111,2240,12,1.0
8112,2241,1,1.0
8113,2241,2,0.0
8114,2241,3,0.0
8115,2241,4,1.0
8116,2241,5,1.0
8117,2241,6,0.0
8118,2241,7,0.0
8119,2241,8,0.0
8120,2241,9,1.0
8121,2241,10,1.0
8122,2241,11,2.0
8123,2241,12,1.0
8124,2241,1,1.0
8125,2241,2,0.0
8126,2241,3,0.0
8127,2241,4,1.0
8128,2241,5,1.0
8129,2241,6,0.0
8130,2241,7,0.0
8131,2241,8,0.0
8132,2241,9,1.0
8133,2241,10,1.0
8134,2241,11,2.0
8135,2241,12,1.0
8136,2250,1,1.0
8137,2250,2,0.0
8138,2250,3,0.0
8139,2250,4,1.0
8140,2250,5,1.0
8141,2250,6,0.0
8142,2250,7,1.0
8143,2250,8,0.0
8144,2250,9,1.0
8145,2250,10,1.0
8146,2250,11,2.0
8147,2250,12,1.0
8148,2250,1,1.0
8149,2250,2,0.0
8150,2250,3,0.0
8151,2250,4,1.0
8152,2250,5,1.0
8153,2250,6,0.0
8154,2250,7,1.0
8155,2250,8,0.0
8156,2250,9,1.0
8157,2250,10,1.0
8158,2250,11,2.0
8159,2250,12,1.0
8160,2262,1,1.0
8161,2262,2,0.0
8162,2262,3,0.0
8163,2262,4,1.0
8164,2262,5,1.0
8165,2262,6,0.0
8166,2262,7,1.0
8167,2262,8,0.0
8168,2262,9,1.0
8169,2262,10,1.0
8170,2262,11,2.0
8171,2262,12,1.0
8172,2262,1,1.0
8173,2262,2,0.0
8174,2262,3,0.0
8175,2262,4,1.0
8176,2262,5,1.0
8177,2262,6,0.0
8178,2262,7,1.0
8179,2262,8,0.0
8180,2262,9,1.0
8181,2262,10,1.0
8182,2262,11,2.0
8183,2262,12,1.0
8184,2277,1,1.0
8185,2277,2,0.0
8186,2277,3,0.0
8187,2277,4,1.0
8188,2277,5,1.0
8189,2277,6,0.0
8190,2277,7,1.0
8191,2277,8,0.0
8192,2277,9,1.0
8193,2277,10,1.0
8194,2277,11,2.0
8195,2277,12,1.0
8196,2277,1,1.0
8197,2277,2,0.0
8198,2277,3,0.0
8199,2277,4,1.0
8200,2277,5,1.0
8201,2277,6,0.0
8202,2277,7,1.0
8203,2277,8,0.0
8204,2277,9,1.0
8205,2277,10,1.0
8206,2277,11,2.0
8207,2277,12,1.0
8208,2283,1,1.0
8209,2283,2,0.0
8210,2283,3,0.0
8211,2283,4,2.0
8212,2283,5,1.0
8213,2283,6,0.0
8214,2283,7,0.0
8215,2283,8,0.0
8216,2283,9,1.0
8217,2283,10,1.0
8218,2283,11,2.0
8219,2283,12,1.0
8220,2283,1,1.0
8221,2283,2,0.0
8222,2283,3,0.0
8223,2283,4,2.0
8224,2283,5,1.0
8225,2283,6,0.0
8226,2283,7,0.0
8227,2283,8,0.0
8228,2283,9,1.0
8229,2283,10,1.0
8230,2283,11,2.0
8231,2283,12,1.0
8232,2284,1,1.0
8233,2284,2,0.0
8234,2284,3,0.0
8235,2284,4,2.0
8236,2284,5,1.0
8237,2284,6,0.0
8238,2284,7,0.0
8239,2284,8,0.0
8240,2284,9,1.0
8241,2284,10,1.0
8242,2284,11,2.0
8243,2284,12,1.0
8244,2284,1,1.0
8245,2284,2,0.0
8246,2284,3,0.0
8247,2284,4,2.0
8248,2284,5,1.0
8249,2284,6,0.0
8250,2284,7,0.0
8251,2284,8,0.0
8252,2284,9,1.0
8253,2284,10,1.0
8254,2284,11,2.0
8255,2284,12,1.0
8256,2294,1,1.0
8257,2294,2,0.0
8258,2294,3,0.0
8259,2294,4,1.0
8260,2294,5,1.0
8261,2294,6,0.0
8262,2294,7,0.0
8263,2294,8,0.0
8264,2294,9,1.0
8265,2294,10,1.0
8266,2294,11,2.0
8267,2294,12,2.0
8268,2294,1,1.0
8269,2294,2,0.0
8270,2294,3,0.0
8271,2294,4,1.0
8272,2294,5,1.0
8273,2294,6,0.0
8274,2294,7,0.0
8275,2294,8,0.0
8276,2294,9,1.0
8277,2294,10,1.0
8278,2294,11,2.0
8279,2294,12,2.0
8280,2296,1,1.0
8281,2296,2,0.0
8282,2296,3,0.0
8283,2296,4,1.0
8284,2296,5,1.0
8285,2296,6,0.0
8286,2296,7,1.0
8287,2296,8,0.0
8288,2296,9,1.0
8289,2296,10,1.0
8290,2296,11,2.0
8291,2296,12,1.0
8292,2296,1,1.0
8293,2296,2,0.0
8294,2296,3,0.0
8295,2296,4,1.0
8296,2296,5,1.0
8297,2296,6,0.0
8298,2296,7,1.0
8299,2296,8,0.0
8300,2296,9,1.0
8301,2296,10,1.0
8302,2296,11,2.0
8303,2296,12,1.0
8304,2306,1,1.0
8305,2306,2,0.0
8306,2306,3,0.0
8307,2306,4,1.0
8308,2306,5,1.0
8309,2306,6,0.0
8310,2306,7,0.0
8311,2306,8,0.0
8312,2306,9,1.0
8313,2306,10,1.0
8314,2306,11,2.0
8315,2306,12,1.0
8316,2306,1,1.0
8317,2306,2,0.0
8318,2306,3,0.0
8319,2306,4,1.0
8320,2306,5,1.0
8321,2306,6,0.0
8322,2306,7,0.0
8323,2306,8,0.0
8324,2306,9,1.0
8325,2306,10,1.0
8326,2306,11,2.0
8327,2306,12,1.0
8328,2321,1,1.0
8329,2321,2,0.0
8330,2321,3,0.0
8331,2321,4,2.0
8332,2321,5,1.0
