"cod_mun","nome_mun","pib"
"2111607","São Raimundo das Mangabeiras (MA)","386359"
"2111631","São Raimundo do Doca Bezerra (MA)","35583"
"2111672","São Roberto (MA)","43246"
"2111706","São Vicente Ferrer (MA)","132451"
"2111722","Satubinha (MA)","66492"
"2111748","Senador Alexandre Costa (MA)","74404"
"2111763","Senador La Rocque (MA)","150974"
"2111789","Serrano do Maranhão (MA)","67398"
"2111805","Sítio Novo (MA)","143111"
"2111904","Sucupira do Norte (MA)","74529"
"2111953","Sucupira do Riachão (MA)","42410"
"2112001","Tasso Fragoso (MA)","984545"
"2112100","Timbiras (MA)","150806"
"2112209","Timon (MA)","1802654"
"2112233","Trizidela do Vale (MA)","193029"
"2112274","Tufilândia (MA)","46893"
"2112308","Tuntum (MA)","277339"
"2112407","Turiaçu (MA)","286823"
"2112456","Turilândia (MA)","157035"
"2112506","Tutóia (MA)","395613"
"2112605","Urbano Santos (MA)","182353"
"2112704","Vargem Grande (MA)","308636"
"2112803","Viana (MA)","409286"
"2112852","Vila Nova dos Martírios (MA)","108518"
"2112902","Vitória do Mearim (MA)","256394"
"2113009","Vitorino Freire (MA)","225399"
"2114007","Zé Doca (MA)","387438"
"2200053","Acauã (PI)","44377"
"2200103","Agricolândia (PI)","34198"
"2200202","Água Branca (PI)","183246"
"2200251","Alagoinha do Piauí (PI)","49629"
"2200277","Alegrete do Piauí (PI)","33754"
"2200301","Alto Longá (PI)","89128"
"2200400","Altos (PI)","372896"
"2200459","Alvorada do Gurguéia (PI)","73950"
"2200509","Amarante (PI)","134518"
"2200608","Angical do Piauí (PI)","55258"
"2200707","Anísio de Abreu (PI)","66753"
"2200806","Antônio Almeida (PI)","70612"
"2200905","Aroazes (PI)","45272"
"2200954","Aroeiras do Itaim (PI)","17961"
"2201002","Arraial (PI)","34281"
"2201051","Assunção do Piauí (PI)","47388"
"2201101","Avelino Lopes (PI)","77758"
"2201150","Baixa Grande do Ribeiro (PI)","744544"
"2201176","Barra D'Alcântara (PI)","32370"
"2201200","Barras (PI)","369191"
"2201309","Barreiras do Piauí (PI)","24223"
"2201408","Barro Duro (PI)","62045"
"2201507","Batalha (PI)","177468"
"2201556","Bela Vista do Piauí (PI)","33123"
"2201572","Belém do Piauí (PI)","26726"
"2201606","Beneditinos (PI)","69199"
"2201705","Bertolínia (PI)","53315"
"2201739","Betânia do Piauí (PI)","43506"
"2201770","Boa Hora (PI)","45712"
"2201804","Bocaina (PI)","48401"
"2201903","Bom Jesus (PI)","873676"
"2201919","Bom Princípio do Piauí (PI)","49109"
"2201929","Bonfim do Piauí (PI)","36670"
"2201945","Boqueirão do Piauí (PI)","40197"
"2201960","Brasileira (PI)","53637"
"2201988","Brejo do Piauí (PI)","31788"
"2202000","Buriti dos Lopes (PI)","157167"
"2202026","Buriti dos Montes (PI)","51317"
"2202059","Cabeceiras do Piauí (PI)","59082"
"2202075","Cajazeiras do Piauí (PI)","25414"
"2202083","Cajueiro da Praia (PI)","81549"
"2202091","Caldeirão Grande do Piauí (PI)","45506"
"2202109","Campinas do Piauí (PI)","42208"
"2202117","Campo Alegre do Fidalgo (PI)","33927"
"2202133","Campo Grande do Piauí (PI)","49785"
"2202174","Campo Largo do Piauí (PI)","41712"
"2202208","Campo Maior (PI)","544346"
"2202251","Canavieira (PI)","31355"
"2202307","Canto do Buriti (PI)","207505"
"2202406","Capitão de Campos (PI)","82578"
"2202455","Capitão Gervásio Oliveira (PI)","30153"
"2202505","Caracol (PI)","69184"
"2202539","Caraúbas do Piauí (PI)","44933"
"2202554","Caridade do Piauí (PI)","32858"
"2202604","Castelo do Piauí (PI)","159372"
"2202653","Caxingó (PI)","43691"
"2202703","Cocal (PI)","211411"
"2202711","Cocal de Telha (PI)","37510"
"2202729","Cocal dos Alves (PI)","44451"
"2202737","Coivaras (PI)","29760"
"2202752","Colônia do Gurguéia (PI)","52306"
"2202778","Colônia do Piauí (PI)","51535"
"2202802","Conceição do Canindé (PI)","42540"
"2202851","Coronel José Dias (PI)","32212"
"2202901","Corrente (PI)","381037"
"2203008","Cristalândia do Piauí (PI)","53739"
"2203107","Cristino Castro (PI)","99039"
"2203206","Curimatá (PI)","88831"
"2203230","Currais (PI)","156453"
"2203255","Curralinhos (PI)","26143"
"2203271","Curral Novo do Piauí (PI)","302192"
"2203305","Demerval Lobão (PI)","133259"
"2203354","Dirceu Arcoverde (PI)","44230"
"2203404","Dom Expedito Lopes (PI)","66923"
"2203420","Domingos Mourão (PI)","31910"
"2203453","Dom Inocêncio (PI)","56718"
"2203503","Elesbão Veloso (PI)","123739"
"2203602","Eliseu Martins (PI)","40844"
"2203701","Esperantina (PI)","338390"
"2203750","Fartura do Piauí (PI)","27875"
"2203800","Flores do Piauí (PI)","36027"
"2203859","Floresta do Piauí (PI)","20000"
"2203909","Floriano (PI)","1019283"
"2204006","Francinópolis (PI)","36157"
"2204105","Francisco Ayres (PI)","36425"
"2204154","Francisco Macedo (PI)","23296"
"2204204","Francisco Santos (PI)","62299"
"2204303","Fronteiras (PI)","146134"
"2204352","Geminiano (PI)","42708"
"2204402","Gilbués (PI)","185879"
"2204501","Guadalupe (PI)","534296"
"2204550","Guaribas (PI)","30674"
"2204600","Hugo Napoleão (PI)","26748"
"2204659","Ilha Grande (PI)","68247"
"2204709","Inhuma (PI)","122327"
"2204808","Ipiranga do Piauí (PI)","68408"
"2204907","Isaías Coelho (PI)","53762"
"2205003","Itainópolis (PI)","79803"
"2205102","Itaueira (PI)","109038"
"2205151","Jacobina do Piauí (PI)","43089"
"2205201","Jaicós (PI)","160105"
"2205250","Jardim do Mulato (PI)","29453"
"2205276","Jatobá do Piauí (PI)","40038"
"2205300","Jerumenha (PI)","43377"
"2205359","João Costa (PI)","25952"
"2205409","Joaquim Pires (PI)","90563"
"2205458","Joca Marques (PI)","34501"
"2205508","José de Freitas (PI)","319675"
"2205516","Juazeiro do Piauí (PI)","41716"
"2205524","Júlio Borges (PI)","40450"
"2205532","Jurema (PI)","35273"
"2205540","Lagoinha do Piauí (PI)","20211"
"2205557","Lagoa Alegre (PI)","58730"
"2205565","Lagoa do Barro do Piauí (PI)","37309"
"2205573","Lagoa de São Francisco (PI)","39870"
"2205581","Lagoa do Piauí (PI)","43746"
"2205599","Lagoa do Sítio (PI)","45737"
"2205607","Landri Sales (PI)","61794"
"2205706","Luís Correia (PI)","286899"
"2205805","Luzilândia (PI)","191731"
"2205854","Madeiro (PI)","48645"
"2205904","Manoel Emídio (PI)","42410"
"2205953","Marcolândia (PI)","62002"
"2206001","Marcos Parente (PI)","39733"
"2206050","Massapê do Piauí (PI)","38950"
"2206100","Matias Olímpio (PI)","72092"
"2206209","Miguel Alves (PI)","228085"
"2206308","Miguel Leão (PI)","14725"
"2206357","Milton Brandão (PI)","43190"
"2206407","Monsenhor Gil (PI)","91032"
"2206506","Monsenhor Hipólito (PI)","54389"
"2206605","Monte Alegre do Piauí (PI)","155124"
"2206654","Morro Cabeça no Tempo (PI)","30626"
"2206670","Morro do Chapéu do Piauí (PI)","44502"
"2206696","Murici dos Portelas (PI)","64738"
"2206704","Nazaré do Piauí (PI)","48551"
"2206720","Nazária (PI)","78869"
"2206753","Nossa Senhora de Nazaré (PI)","33373"
"2206803","Nossa Senhora dos Remédios (PI)","59819"
"2206902","Novo Oriente do Piauí (PI)","42010"
"2206951","Novo Santo Antônio (PI)","22113"
"2207009","Oeiras (PI)","401082"
"2207108","Olho D'Água do Piauí (PI)","20054"
"2207207","Padre Marcos (PI)","54158"
"2207306","Paes Landim (PI)","35134"
"2207355","Pajeú do Piauí (PI)","27307"
"2207405","Palmeira do Piauí (PI)","71088"
"2207504","Palmeirais (PI)","97350"
"2207553","Paquetá (PI)","33335"
"2207603","Parnaguá (PI)","80969"
"2207702","Parnaíba (PI)","2037540"
"2207751","Passagem Franca do Piauí (PI)","35341"
"2207777","Patos do Piauí (PI)","45466"
"2207793","Pau D'Arco do Piauí (PI)","24337"
"2207801","Paulistana (PI)","192233"
"2207850","Pavussu (PI)","27811"
"2207900","Pedro II (PI)","289623"
"2207934","Pedro Laurentino (PI)","20999"
"2207959","Nova Santa Rita (PI)","32992"
"2208007","Picos (PI)","1425586"
"2208106","Pimenteiras (PI)","79988"
"2208205","Pio IX (PI)","134283"
"2208304","Piracuruca (PI)","260345"
"2208403","Piripiri (PI)","657160"
"2208502","Porto (PI)","80875"
"2208551","Porto Alegre do Piauí (PI)","22698"
"2208601","Prata do Piauí (PI)","22044"
"2208650","Queimada Nova (PI)","68300"
"2208700","Redenção do Gurguéia (PI)","67411"
"2208809","Regeneração (PI)","157682"
"2208858","Riacho Frio (PI)","35147"
"2208874","Ribeira do Piauí (PI)","111256"
"2208908","Ribeiro Gonçalves (PI)","346827"
"2209005","Rio Grande do Piauí (PI)","44688"
"2209104","Santa Cruz do Piauí (PI)","48957"
"2209153","Santa Cruz dos Milagres (PI)","32597"
"2209203","Santa Filomena (PI)","213167"
"2209302","Santa Luz (PI)","45875"
"2209351","Santana do Piauí (PI)","32725"
"2209377","Santa Rosa do Piauí (PI)","35822"
"2209401","Santo Antônio de Lisboa (PI)","58165"
"2209450","Santo Antônio dos Milagres (PI)","12993"
"2209500","Santo Inácio do Piauí (PI)","27386"
"2209559","São Braz do Piauí (PI)","27904"
"2209609","São Félix do Piauí (PI)","24217"
"2209658","São Francisco de Assis do Piauí (PI)","39058"
"2209708","São Francisco do Piauí (PI)","48066"
"2209757","São Gonçalo do Gurguéia (PI)","28734"
"2209807","São Gonçalo do Piauí (PI)","35345"
"2209856","São João da Canabrava (PI)","32462"
"2209872","São João da Fronteira (PI)","44498"
"2209906","São João da Serra (PI)","47052"
"2209955","São João da Varjota (PI)","29829"
"2209971","São João do Arraial (PI)","46382"
"2210003","São João do Piauí (PI)","215795"
"2210052","São José do Divino (PI)","45379"
"2210102","São José do Peixe (PI)","32441"
"2210201","São José do Piauí (PI)","51979"
"2210300","São Julião (PI)","43988"
"2210359","São Lourenço do Piauí (PI)","29904"
"2210375","São Luis do Piauí (PI)","17237"
"2210383","São Miguel da Baixa Grande (PI)","20291"
"2210391","São Miguel do Fidalgo (PI)","23516"
"2210409","São Miguel do Tapuio (PI)","121264"
"2210508","São Pedro do Piauí (PI)","102643"
"2210607","São Raimundo Nonato (PI)","407774"
"2210623","Sebastião Barros (PI)","35080"
"2210631","Sebastião Leal (PI)","123308"
"2210656","Sigefredo Pacheco (PI)","61779"
"2210706","Simões (PI)","463907"
"2210805","Simplício Mendes (PI)","132444"
"2210904","Socorro do Piauí (PI)","33471"
"2210938","Sussuapara (PI)","48241"
"2210953","Tamboril do Piauí (PI)","21916"
"2210979","Tanque do Piauí (PI)","27097"
"2211001","Teresina (PI)","19113870"
"2211100","União (PI)","338803"
"2211209","Uruçuí (PI)","1261292"
"2211308","Valença do Piauí (PI)","223638"
"2211357","Várzea Branca (PI)","34734"
"2211407","Várzea Grande (PI)","30918"
"2211506","Vera Mendes (PI)","24082"
"2211605","Vila Nova do Piauí (PI)","28810"
"2211704","Wall Ferraz (PI)","31399"
"2300101","Abaiara (CE)","92945"
"2300150","Acarape (CE)","150035"
"2300200","Acaraú (CE)","633972"
"2300309","Acopiara (CE)","396718"
"2300408","Aiuaba (CE)","104666"
"2300507","Alcântaras (CE)","69282"
"2300606","Altaneira (CE)","53085"
"2300705","Alto Santo (CE)","145309"
"2300754","Amontada (CE)","431303"
"2300804","Antonina do Norte (CE)","57869"
"2300903","Apuiarés (CE)","114647"
"2301000","Aquiraz (CE)","2205364"
"2301109","Aracati (CE)","1275383"
"2301208","Aracoiaba (CE)","205037"
"2301257","Ararendá (CE)","78714"
"2301307","Araripe (CE)","161906"
"2301406","Aratuba (CE)","148412"
"2301505","Arneiroz (CE)","53340"
"2301604","Assaré (CE)","219075"
"2301703","Aurora (CE)","194759"
"2301802","Baixio (CE)","45671"
"2301851","Banabuiú (CE)","165089"
"2301901","Barbalha (CE)","926357"
"2301950","Barreira (CE)","164944"
"2302008","Barro (CE)","179624"
"2302057","Barroquinha (CE)","102550"
"2302107","Baturité (CE)","368416"
"2302206","Beberibe (CE)","798631"
"2302305","Bela Cruz (CE)","239156"
"2302404","Boa Viagem (CE)","404556"
"2302503","Brejo Santo (CE)","591148"
"2302602","Camocim (CE)","663552"
"2302701","Campos Sales (CE)","225815"
"2302800","Canindé (CE)","713663"
"2302909","Capistrano (CE)","148373"
"2303006","Caridade (CE)","126870"
"2303105","Cariré (CE)","141109"
"2303204","Caririaçu (CE)","199727"
"2303303","Cariús (CE)","138682"
"2303402","Carnaubal (CE)","119636"
"2303501","Cascavel (CE)","895957"
"2303600","Catarina (CE)","111487"
"2303659","Catunda (CE)","85798"
"2303709","Caucaia (CE)","5860370"
"2303808","Cedro (CE)","187800"
"2303907","Chaval (CE)","92306"
"2303931","Choró (CE)","83641"
"2303956","Chorozinho (CE)","268102"
"2304004","Coreaú (CE)","150364"
"2304103","Crateús (CE)","745267"
"2304202","Crato (CE)","1537562"
"2304236","Croatá (CE)","131520"
"2304251","Cruz (CE)","229840"
"2304269","Deputado Irapuan Pinheiro (CE)","66826"
"2304277","Ererê (CE)","52313"
"2304285","Eusébio (CE)","2955751"
"2304301","Farias Brito (CE)","194779"
"2304350","Forquilha (CE)","208779"
"2304400","Fortaleza (CE)","61579403"
"2304459","Fortim (CE)","157606"
"2304509","Frecheirinha (CE)","250115"
"2304608","General Sampaio (CE)","53074"
"2304657","Graça (CE)","96009"
"2304707","Granja (CE)","367676"
"2304806","Granjeiro (CE)","38617"
"2304905","Groaíras (CE)","77896"
"2304954","Guaiúba (CE)","209204"
"2305001","Guaraciaba do Norte (CE)","450282"
"2305100","Guaramiranga (CE)","61758"
"2305209","Hidrolândia (CE)","143177"
"2305233","Horizonte (CE)","1596807"
"2305266","Ibaretama (CE)","95302"
"2305308","Ibiapina (CE)","233059"
"2305332","Ibicuitinga (CE)","92925"
"2305357","Icapuí (CE)","278131"
"2305407","Icó (CE)","559410"
"2305506","Iguatu (CE)","1501966"
"2305605","Independência (CE)","230501"
"2305654","Ipaporanga (CE)","78956"
"2305704","Ipaumirim (CE)","102843"
"2305803","Ipu (CE)","378293"
"2305902","Ipueiras (CE)","248507"
"2306009","Iracema (CE)","141414"
"2306108","Irauçuba (CE)","168314"
"2306207","Itaiçaba (CE)","69649"
"2306256","Itaitinga (CE)","663523"
"2306306","Itapajé (CE)","549959"
"2306405","Itapipoca (CE)","1560065"
"2306504","Itapiúna (CE)","135099"
"2306553","Itarema (CE)","770020"
"2306603","Itatira (CE)","130464"
"2306702","Jaguaretama (CE)","149920"
"2306801","Jaguaribara (CE)","130333"
"2306900","Jaguaribe (CE)","511411"
"2307007","Jaguaruana (CE)","403943"
"2307106","Jardim (CE)","194296"
"2307205","Jati (CE)","90494"
"2307254","Jijoca de Jericoacoara (CE)","310146"
"2307304","Juazeiro do Norte (CE)","4427525"
"2307403","Jucás (CE)","187361"
"2307502","Lavras da Mangabeira (CE)","249137"
"2307601","Limoeiro do Norte (CE)","916869"
"2307635","Madalena (CE)","139506"
"2307650","Maracanaú (CE)","8537588"
"2307700","Maranguape (CE)","1367885"
"2307809","Marco (CE)","312042"
"2307908","Martinópole (CE)","77391"
"2308005","Massapê (CE)","255874"
"2308104","Mauriti (CE)","371079"
"2308203","Meruoca (CE)","96485"
"2308302","Milagres (CE)","222841"
"2308351","Milhã (CE)","126510"
"2308377","Miraíma (CE)","86787"
"2308401","Missão Velha (CE)","616366"
"2308500","Mombaça (CE)","318401"
"2308609","Monsenhor Tabosa (CE)","126560"
"2308708","Morada Nova (CE)","842267"
"2308807","Moraújo (CE)","62687"
"2308906","Morrinhos (CE)","147891"
"2309003","Mucambo (CE)","96762"
"2309102","Mulungu (CE)","125250"
"2309201","Nova Olinda (CE)","141009"
"2309300","Nova Russas (CE)","272446"
"2309409","Novo Oriente (CE)","212339"
"2309458","Ocara (CE)","172254"
"2309508","Orós (CE)","181319"
"2309607","Pacajus (CE)","1064219"
"2309706","Pacatuba (CE)","1035662"
"2309805","Pacoti (CE)","165591"
"2309904","Pacujá (CE)","47599"
"2310001","Palhano (CE)","76957"
"2310100","Palmácia (CE)","100905"
"2310209","Paracuru (CE)","475781"
"2310258","Paraipaba (CE)","357051"
"2310308","Parambu (CE)","204750"
"2310407","Paramoti (CE)","95829"
"2310506","Pedra Branca (CE)","281933"
"2310605","Penaforte (CE)","107352"
"2310704","Pentecoste (CE)","404997"
"2310803","Pereiro (CE)","315776"
"2310852","Pindoretama (CE)","221074"
"2310902","Piquet Carneiro (CE)","122359"
"2310951","Pires Ferreira (CE)","57104"
"2311009","Poranga (CE)","77863"
"2311108","Porteiras (CE)","136549"
"2311207","Potengi (CE)","94825"
"2311231","Potiretama (CE)","53936"
"2311264","Quiterianópolis (CE)","166910"
"2311306","Quixadá (CE)","937277"
"2311355","Quixelô (CE)","127325"
"2311405","Quixeramobim (CE)","1037830"
"2311504","Quixeré (CE)","382737"
"2311603","Redenção (CE)","335428"
"2311702","Reriutaba (CE)","190637"
"2311801","Russas (CE)","1129321"
"2311900","Saboeiro (CE)","129445"
"2311959","Salitre (CE)","118071"
"2312007","Santana do Acaraú (CE)","213887"
"2312106","Santana do Cariri (CE)","132737"
"2312205","Santa Quitéria (CE)","444117"
"2312304","São Benedito (CE)","475132"
"2312403","São Gonçalo do Amarante (CE)","3081374"
"2312502","São João do Jaguaribe (CE)","94528"
"2312601","São Luís do Curu (CE)","96085"
"2312700","Senador Pompeu (CE)","314991"
"2312809","Senador Sá (CE)","49702"
"2312908","Sobral (CE)","4455731"
"2313005","Solonópole (CE)","183427"
"2313104","Tabuleiro do Norte (CE)","330450"
"2313203","Tamboril (CE)","201160"
"2313252","Tarrafas (CE)","71507"
"2313302","Tauá (CE)","595530"
"2313351","Tejuçuoca (CE)","110237"
"2313401","Tianguá (CE)","1247939"
"2313500","Trairi (CE)","658874"
"2313559","Tururu (CE)","101253"
"2313609","Ubajara (CE)","508990"
"2313708","Umari (CE)","49082"
"2313757","Umirim (CE)","138775"
"2313807","Uruburetama (CE)","453807"
"2313906","Uruoca (CE)","148476"
"2313955","Varjota (CE)","253729"
"2314003","Várzea Alegre (CE)","347514"
"2314102","Viçosa do Ceará (CE)","413410"
"2400109","Acari (RN)","119095"
"2400208","Açu (RN)","893973"
"2400307","Afonso Bezerra (RN)","95927"
"2400406","Água Nova (RN)","25489"
"2400505","Alexandria (RN)","125194"
"2400604","Almino Afonso (RN)","36037"
"2400703","Alto do Rodrigues (RN)","413321"
"2400802","Angicos (RN)","125955"
"2400901","Antônio Martins (RN)","52866"
"2401008","Apodi (RN)","471251"
"2401107","Areia Branca (RN)","561689"
"2401206","Arês (RN)","362265"
"2401305","Augusto Severo (RN)","83511"
"2401404","Baía Formosa (RN)","134744"
"2401453","Baraúna (RN)","506900"
"2401503","Barcelona (RN)","35277"
"2401602","Bento Fernandes (RN)","45790"
"2401651","Bodó (RN)","221586"
"2401701","Bom Jesus (RN)","80670"
"2401800","Brejinho (RN)","151318"
"2401859","Caiçara do Norte (RN)","69410"
"2401909","Caiçara do Rio do Vento (RN)","33445"
"2402006","Caicó (RN)","1145089"
"2402105","Campo Redondo (RN)","77544"
"2402204","Canguaretama (RN)","478705"
"2402303","Caraúbas (RN)","303959"
"2402402","Carnaúba dos Dantas (RN)","80769"
"2402501","Carnaubais (RN)","119851"
"2402600","Ceará-Mirim (RN)","808622"
"2402709","Cerro Corá (RN)","144427"
"2402808","Coronel Ezequiel (RN)","42804"
